participant_id	condition	accuracy	reaction_time
sub-24040	congruent	1	0.972
sub-24040	congruent	1	0.587
sub-24040	incongruent	0	0.422
sub-24040	congruent	1	0.588
sub-24040	incongruent	1	0.568
sub-24040	incongruent	1	0.688
sub-24040	congruent	1	0.510
sub-24040	congruent	1	0.504
sub-24040	congruent	1	0.634
sub-24040	congruent	1	0.583
sub-24040	congruent	1	0.611
sub-24040	incongruent	1	1.018
sub-24040	incongruent	1	0.857
sub-24040	congruent	1	0.445
sub-24040	incongruent	1	0.762
sub-24040	incongruent	1	0.647
sub-24040	incongruent	1	0.656
sub-24040	incongruent	1	0.801
sub-24040	incongruent	1	0.536
sub-24040	incongruent	1	0.608
sub-24040	congruent	1	0.454
sub-24040	incongruent	1	0.514
sub-24040	congruent	1	0.507
sub-24040	congruent	1	0.484
sub-24040	incongruent	1	0.720
sub-24040	congruent	1	0.489
sub-24040	congruent	1	0.444
sub-24040	incongruent	1	0.790
sub-24040	congruent	1	0.738
sub-24040	incongruent	1	0.551
sub-24040	incongruent	1	0.730
sub-24040	incongruent	0	0.448
sub-24040	incongruent	1	0.569
sub-24040	incongruent	1	0.751
sub-24040	congruent	1	0.544
sub-24040	congruent	1	0.600
sub-24040	congruent	1	0.386
sub-24040	incongruent	1	0.698
sub-24040	congruent	1	0.552
sub-24040	congruent	1	0.498
sub-24040	incongruent	0	0.368
sub-24040	congruent	1	0.515
sub-24040	congruent	1	0.554
sub-24040	congruent	1	0.454
sub-24040	incongruent	1	0.763
sub-24040	incongruent	1	0.785
sub-24040	incongruent	1	1.171
sub-24040	congruent	1	0.620
sub-24040	congruent	1	0.513
sub-24040	incongruent	1	0.571
sub-24040	incongruent	1	0.669
sub-24040	congruent	1	0.478
sub-24040	congruent	1	0.442
sub-24040	incongruent	1	0.587
sub-24040	incongruent	1	0.668
sub-24040	congruent	1	0.637
sub-24040	congruent	1	0.792
sub-24040	incongruent	1	0.659
sub-24040	congruent	1	0.528
sub-24040	incongruent	1	0.894
sub-24040	incongruent	1	0.584
sub-24040	congruent	1	0.452
sub-24040	incongruent	1	0.573
sub-24040	congruent	1	0.527
sub-24040	congruent	1	0.410
sub-24040	congruent	1	0.464
sub-24040	incongruent	1	0.547
sub-24040	incongruent	1	0.620
sub-24040	congruent	1	0.512
sub-24040	incongruent	0	0.479
sub-24040	congruent	1	0.511
sub-24040	incongruent	1	0.821
sub-24040	congruent	1	0.597
