participant_id	condition	accuracy	reaction_time
sub-24369	incongruent	1	0.770
sub-24369	congruent	1	0.588
sub-24369	congruent	1	0.463
sub-24369	congruent	1	0.500
sub-24369	incongruent	1	0.736
sub-24369	congruent	1	0.495
sub-24369	incongruent	1	0.658
sub-24369	congruent	1	0.552
sub-24369	congruent	1	0.445
sub-24369	incongruent	1	1.386
sub-24369	congruent	1	0.468
sub-24369	incongruent	1	0.859
sub-24369	incongruent	1	0.615
sub-24369	congruent	1	0.445
sub-24369	congruent	1	0.557
sub-24369	incongruent	1	0.591
sub-24369	incongruent	0	0.358
sub-24369	congruent	1	0.403
sub-24369	incongruent	1	0.598
sub-24369	incongruent	1	0.664
sub-24369	incongruent	1	0.610
sub-24369	incongruent	1	0.556
sub-24369	incongruent	1	0.493
sub-24369	congruent	1	0.440
sub-24369	incongruent	1	0.527
sub-24369	incongruent	1	0.468
sub-24369	incongruent	1	0.534
sub-24369	congruent	1	0.372
sub-24369	incongruent	1	0.546
sub-24369	congruent	1	0.413
sub-24369	congruent	1	0.397
sub-24369	congruent	1	0.405
sub-24369	congruent	1	0.388
sub-24369	congruent	1	0.394
sub-24369	congruent	1	0.341
sub-24369	incongruent	1	0.516
sub-24369	incongruent	1	0.536
sub-24369	congruent	1	0.333
sub-24369	incongruent	1	0.462
sub-24369	incongruent	0	0.340
sub-24369	congruent	1	0.464
sub-24369	incongruent	1	0.584
sub-24369	congruent	1	0.426
sub-24369	incongruent	1	0.644
sub-24369	congruent	1	0.420
sub-24369	incongruent	1	0.530
sub-24369	congruent	1	0.406
sub-24369	congruent	1	0.453
sub-24369	congruent	1	0.484
sub-24369	incongruent	1	0.591
sub-24369	congruent	1	0.404
sub-24369	incongruent	1	0.586
sub-24369	congruent	1	0.425
sub-24369	congruent	1	0.367
sub-24369	incongruent	1	0.617
sub-24369	congruent	1	0.439
sub-24369	incongruent	1	0.516
sub-24369	incongruent	1	0.555
sub-24369	incongruent	1	0.509
sub-24369	congruent	1	0.449
sub-24369	congruent	1	0.405
sub-24369	incongruent	1	0.395
sub-24369	incongruent	0	0.327
sub-24369	incongruent	1	0.534
sub-24369	congruent	1	0.341
sub-24369	incongruent	0	0.382
sub-24369	congruent	1	0.394
sub-24369	incongruent	1	0.554
sub-24369	congruent	1	0.365
sub-24369	incongruent	1	0.414
sub-24369	incongruent	1	0.440
sub-24369	incongruent	1	0.464
sub-24369	incongruent	1	0.469
sub-24369	incongruent	0	0.337
sub-24369	incongruent	1	0.451
sub-24369	incongruent	1	0.443
sub-24369	congruent	1	0.358
sub-24369	congruent	1	0.348
sub-24369	congruent	1	0.327
sub-24369	incongruent	0	0.325
sub-24369	congruent	1	0.364
sub-24369	incongruent	1	0.496
sub-24369	incongruent	1	1.021
sub-24369	congruent	1	0.371
sub-24369	congruent	1	0.594
sub-24369	congruent	1	0.445
sub-24369	congruent	1	0.401
sub-24369	congruent	1	0.504
sub-24369	incongruent	1	1.094
sub-24369	congruent	1	0.336
sub-24369	congruent	1	0.386
sub-24369	incongruent	0	0.585
sub-24369	incongruent	0	1.162
sub-24369	congruent	1	0.384
sub-24369	congruent	1	0.401
sub-24369	congruent	1	0.422
sub-24369	congruent	1	0.370
sub-24369	incongruent	1	0.481
sub-24369	congruent	1	0.502
sub-24369	incongruent	1	0.496
sub-24369	incongruent	1	0.767
sub-24369	incongruent	1	0.563
sub-24369	congruent	1	0.425
sub-24369	incongruent	1	0.685
sub-24369	congruent	1	0.594
sub-24369	congruent	1	0.722
sub-24369	congruent	1	0.353
sub-24369	congruent	1	0.588
sub-24369	congruent	1	0.313
sub-24369	incongruent	1	0.526
sub-24369	incongruent	1	0.579
sub-24369	congruent	1	0.342
sub-24369	incongruent	0	0.312
sub-24369	incongruent	1	0.490
sub-24369	congruent	0	0.413
sub-24369	incongruent	0	1.035
sub-24369	congruent	1	0.416
sub-24369	incongruent	1	0.817
sub-24369	incongruent	1	0.882
sub-24369	congruent	0	0.442
sub-24369	congruent	1	0.572
