onset	duration	eye	startTime	stopTime	xAvg	yAvg	pupilAvg
0.188	0.073	R	807014	807086	1033.3	637.6	814
0.63	0.697	L	807456	808152	922.3	512.3	689
0.63	0.699	R	807456	808154	913.5	564.9	777
1.398	0.16	L	808224	808383	-63.5	241.5	660
1.386	0.172	R	808212	808383	-62.9	240.0	746
1.58	0.459	L	808406	808864	76.3	330.5	748
1.588	0.451	R	808414	808864	77.7	353.5	855
2.076	0.353	R	808902	809254	244.7	514.7	931
2.067	0.364	L	808893	809256	229.5	480.4	844
2.48	0.156	R	809306	809461	849.8	523.1	898
2.48	0.157	L	809306	809462	848.1	467.4	826
2.662	1.118	L	809488	810605	917.2	506.7	728
2.664	1.133	R	809490	810622	927.4	553.8	803
3.926	0.692	L	810752	811443	910.3	504.3	683
3.877	0.741	R	810703	811443	915.0	539.4	743
4.656	0.269	L	811482	811750	971.2	169.8	697
4.667	0.259	R	811493	811751	975.6	195.1	771
4.948	0.314	L	811774	812087	1008.1	23.8	725
4.955	0.307	R	811781	812087	1020.5	45.6	800
5.292	0.226	L	812118	812343	871.3	472.4	753
5.292	0.226	R	812118	812343	872.8	496.2	864
5.537	1.0	L	812363	813362	923.4	510.3	728
5.546	0.991	R	812372	813362	926.0	528.6	832
6.582	0.287	L	813408	813694	884.2	237.5	693
6.572	0.298	R	813398	813695	894.0	240.9	748
6.896	0.297	L	813722	814018	844.6	220.7	741
6.887	0.306	R	813713	814018	851.3	219.4	794
7.218	0.243	L	814044	814286	810.0	218.2	761
7.209	0.252	R	814035	814286	808.8	224.5	814
7.485	0.095	L	814311	814405	774.0	196.3	736
7.483	0.097	R	814309	814405	768.9	204.2	797
7.724	0.051	L	814550	814600	778.7	199.3	704
7.724	0.051	R	814550	814600	773.4	206.7	773
7.804	0.498	L	814630	815127	903.0	521.7	725
7.804	0.499	R	814630	815128	897.5	524.4	811
8.321	0.135	L	815147	815281	822.4	534.9	707
8.322	0.148	R	815148	815295	826.5	527.9	773
8.601	0.145	L	815427	815571	845.3	493.6	694
8.557	0.189	R	815383	815571	869.1	512.1	742
8.763	0.654	L	815589	816242	902.1	525.8	688
8.771	0.647	R	815597	816243	918.9	524.6	779
9.451	0.309	L	816277	816585	809.1	102.2	661
9.451	0.309	R	816277	816585	827.2	102.1	733
9.793	1.138	L	816619	817756	895.6	522.0	719
9.794	1.139	R	816620	817758	915.5	516.0	810
10.953	0.237	R	817779	818015	849.4	479.4	829
10.959	0.232	L	817785	818016	831.3	496.8	733
11.238	0.613	L	818064	818676	1511.0	501.4	717
11.237	0.614	R	818063	818676	1529.6	511.4	764
11.993	0.396	R	818819	819214	840.2	511.5	745
11.993	0.397	L	818819	819215	836.6	514.3	658
12.409	0.362	L	819235	819596	917.4	506.3	694
12.408	0.37	R	819234	819603	908.9	517.9	795
13.116	0.163	L	819942	820104	853.0	531.1	704
13.109	0.17	R	819935	820104	833.6	495.9	795
13.305	1.564	L	820131	821694	918.9	523.2	623
13.307	1.583	R	820133	821715	903.9	511.8	694
14.989	0.151	L	821815	821965	930.8	516.1	635
14.936	0.204	R	821762	821965	909.5	504.4	679
15.177	0.138	L	822003	822140	1420.7	479.3	636
15.187	0.129	R	822013	822141	1428.7	479.8	681
15.378	0.106	L	822204	822309	404.9	505.9	673
15.371	0.114	R	822197	822310	397.0	505.2	781
15.513	0.659	L	822339	822997	287.1	490.4	696
15.512	0.66	R	822338	822997	281.9	508.7	807
16.316	0.355	L	823142	823496	869.3	520.7	662
16.316	0.355	R	823142	823496	864.3	520.4	719
16.693	0.49	L	823519	824008	945.5	517.4	690
16.69	0.494	R	823516	824009	941.3	510.1	753
17.21	1.232	R	824036	825267	895.7	510.1	770
17.21	1.233	L	824036	825268	898.9	520.8	703
18.467	0.483	R	825293	825775	1096.1	472.9	714
18.469	0.482	L	825295	825776	1100.3	469.7	668
18.976	0.283	L	825802	826084	1327.3	504.9	670
18.976	0.286	R	825802	826087	1336.8	483.0	719
19.298	0.366	R	826124	826489	871.0	505.1	794
19.302	0.81	L	826128	826937	891.5	515.2	694
20.126	2.041	L	826952	828992	913.1	513.2	581
19.69	2.489	R	826516	829004	899.9	514.0	661
22.269	1.343	L	829095	830437	914.8	522.6	538
22.197	1.417	R	829023	830439	899.6	517.7	582
23.651	0.094	L	830477	830570	660.8	512.7	508
23.651	0.095	R	830477	830571	659.8	510.9	551
23.79	0.707	L	830616	831322	273.5	494.5	579
23.78	0.717	R	830606	831322	266.6	512.1	655
24.649	0.309	L	831475	831783	856.4	527.6	608
24.649	0.324	R	831475	831798	840.6	515.2	649
25.109	0.311	L	831935	832245	930.0	526.3	604
25.066	0.355	R	831892	832246	915.5	516.2	636
25.446	1.289	L	832272	833560	906.1	543.5	600
25.439	1.297	R	832265	833561	890.0	521.4	637
26.786	0.314	R	833612	833925	276.6	453.9	693
26.795	0.307	L	833621	833927	295.4	453.6	628
27.141	0.304	R	833967	834270	714.6	421.0	751
27.142	0.304	L	833968	834271	742.3	419.2	695
27.467	0.273	L	834293	834565	789.7	290.3	723
27.472	0.27	R	834298	834567	771.3	300.1	773
27.763	0.178	L	834589	834766	786.2	372.8	722
27.763	0.178	R	834589	834766	769.7	380.0	791
27.965	2.622	L	834791	837412	912.9	533.5	628
27.967	2.634	R	834793	837426	898.3	523.1	687
30.62	1.245	R	837446	838690	898.1	524.1	661
30.699	1.167	L	837525	838691	913.1	535.9	602
31.908	0.203	L	838734	838936	1495.8	506.7	540
31.905	0.207	R	838731	838937	1504.0	500.4	563
32.183	0.639	L	839009	839647	339.3	409.2	708
32.173	0.649	R	838999	839647	325.6	405.1	776
32.964	0.267	R	839790	840056	393.5	395.5	861
32.964	0.268	L	839790	840057	407.1	385.0	791
33.275	0.513	R	840101	840613	867.4	519.9	846
33.275	0.516	L	840101	840616	874.1	517.6	801
33.814	0.145	R	840640	840784	931.8	527.7	799
33.806	1.21	L	840632	841841	905.2	536.0	747
33.973	1.048	R	840799	841846	899.8	522.1	796
35.189	1.185	L	842015	843199	901.9	540.8	669
35.151	1.223	R	841977	843199	892.5	526.6	718
36.417	0.726	L	843243	843968	1406.5	280.1	761
36.418	0.725	R	843244	843968	1418.6	258.1	787
37.289	0.187	L	844115	844301	892.9	509.8	788
37.287	0.19	R	844113	844302	888.2	494.2	869
37.491	0.202	L	844317	844518	850.0	523.0	788
37.492	0.202	R	844318	844519	845.9	510.0	877
37.71	0.119	L	844536	844654	909.1	551.8	769
37.718	0.13	R	844544	844673	891.3	525.1	849
37.974	1.102	R	844800	845901	890.1	528.1	805
38.001	1.079	L	844827	845905	904.0	543.1	723
39.253	0.289	L	846079	846367	891.5	530.1	725
39.24	0.31	R	846066	846375	882.7	530.2	809
39.735	1.823	L	846561	848383	889.0	532.5	679
41.584	1.026	L	848410	849435	901.9	529.0	648
39.713	2.908	R	846539	849446	890.1	520.8	730
42.764	0.106	L	849590	849695	937.4	544.1	654
42.885	1.704	L	849711	851414	902.3	532.2	639
42.739	1.851	R	849565	851415	895.2	526.5	689
44.616	0.157	L	851442	851598	622.3	519.7	616
44.618	0.155	R	851444	851598	604.7	508.2	670
44.797	0.67	L	851623	852292	582.4	513.8	701
44.798	0.669	R	851624	852292	565.9	516.5	759
45.61	0.092	R	852436	852527	571.6	526.4	762
45.61	0.093	L	852436	852528	586.3	513.5	711
45.735	0.282	L	852561	852842	864.9	516.4	709
45.728	0.289	R	852554	852842	853.2	509.7	762
46.056	0.036	R	852882	852917	988.1	422.3	811
46.194	0.079	L	853020	853098	996.2	512.1	725
46.168	0.117	R	852994	853110	967.4	497.5	748
46.453	0.135	L	853279	853413	950.7	513.1	722
46.436	0.153	R	853262	853414	921.6	510.2	751
46.603	1.215	L	853429	854643	907.9	528.7	657
46.604	1.223	R	853430	854652	879.0	525.6	695
47.991	0.566	L	854817	855382	906.8	538.7	608
48.582	0.171	L	855408	855578	889.3	535.8	568
47.973	0.78	R	854799	855578	889.0	525.2	624
48.767	0.519	L	855593	856111	921.4	538.9	565
49.311	0.597	L	856137	856733	910.4	527.4	613
48.778	1.132	R	855604	856735	904.3	528.4	627
49.936	0.175	L	856762	856936	853.6	554.8	603
49.927	0.184	R	856753	856936	850.4	542.2	638
50.128	0.294	L	856954	857247	913.3	531.9	601
50.137	0.285	R	856963	857247	902.6	538.2	635
50.443	0.226	L	857269	857494	786.7	511.5	608
50.448	0.221	R	857274	857494	778.5	519.5	649
50.693	0.39	L	857519	857908	915.2	542.2	603
50.69	0.395	R	857516	857910	903.8	527.2	634
51.11	0.127	L	857936	858062	872.1	537.4	612
51.11	0.128	R	857936	858063	866.7	511.3	656
51.254	0.722	L	858080	858801	919.3	534.8	611
51.264	0.726	R	858090	858815	899.0	527.4	643
52.092	0.838	R	858918	859755	894.7	510.8	638
52.126	0.805	L	858952	859756	916.0	525.1	612
52.969	0.147	L	859795	859941	1252.6	517.0	602
53.139	0.653	L	859965	860617	1231.5	523.5	622
52.978	0.814	R	859804	860617	1228.4	513.4	633
53.936	0.15	L	860762	860911	938.1	524.7	640
53.936	0.159	R	860762	860920	906.2	518.8	681
54.279	0.413	L	861105	861517	951.7	526.5	696
54.251	0.443	R	861077	861519	914.4	541.5	713
54.709	6.522	R	861535	868056	903.5	528.0	580
54.709	6.523	L	861535	868057	926.3	530.5	555
61.273	0.153	L	868099	868251	1493.0	488.0	499
61.271	0.155	R	868097	868251	1492.1	504.1	497
61.452	0.649	L	868278	868926	1549.1	520.3	543
61.453	0.648	R	868279	868926	1542.0	515.3	551
62.249	0.184	L	869075	869258	895.6	534.5	578
62.25	0.198	R	869076	869273	866.4	523.3	616
62.626	0.149	L	869452	869600	954.2	495.4	623
62.597	0.178	R	869423	869600	926.9	502.3	644
62.79	0.376	L	869616	869991	989.8	541.0	631
62.8	0.366	R	869626	869991	965.3	540.5	669
63.191	1.928	L	870017	871944	935.2	540.2	588
65.144	0.094	L	871970	872063	919.1	531.8	541
63.183	2.072	R	870009	872080	907.8	533.0	600
65.421	1.87	L	872247	874116	932.7	539.7	598
65.405	2.078	R	872231	874308	903.7	525.7	618
67.318	0.337	L	874144	874480	926.1	540.1	632
67.509	0.159	R	874335	874493	906.8	540.7	672
67.831	0.919	L	874657	875575	921.1	524.0	624
67.799	0.953	R	874625	875577	901.0	529.8	658
68.771	0.132	L	875597	875728	862.6	518.3	555
68.772	0.131	R	875598	875728	843.9	517.7	584
68.928	0.801	L	875754	876554	935.1	528.5	623
68.93	0.799	R	875756	876554	909.1	535.6	659
69.763	0.522	L	876589	877110	1364.7	410.0	749
70.299	0.11	L	877125	877234	1341.3	379.3	768
69.761	0.648	R	876587	877234	1341.4	412.1	754
70.553	0.242	R	877379	877620	882.3	521.7	822
70.553	0.246	L	877379	877624	913.9	511.9	768
70.818	0.334	L	877644	877977	987.7	525.0	778
70.814	0.347	R	877640	877986	948.8	534.4	839
71.348	0.179	L	878174	878352	942.2	538.4	730
71.542	0.306	L	878368	878673	925.5	547.4	732
71.335	0.52	R	878161	878680	890.9	547.9	778
72.025	1.388	L	878851	880238	923.9	538.1	696
72.008	1.418	R	878834	880251	882.1	542.3	759
