onset	duration	eye	startTime	stopTime
0.001	0.133	R	806827	806959
0.001	0.615	L	806827	807441
0.288	0.328	R	807114	807441
3.801	0.063	L	810627	810689
8.498	0.01	R	815324	815333
8.476	0.063	L	815302	815364
12.791	0.247	L	819617	819863
12.799	0.242	R	819625	819866
14.889	0.05	L	821715	821764
22.193	0.033	L	829019	829051
25.003	0.014	R	831829	831842
24.979	0.074	L	831805	831878
30.613	0.04	L	837439	837478
35.085	0.013	R	841911	841923
35.041	0.098	L	841867	841964
37.88	0.055	R	844706	844760
37.858	0.099	L	844684	844782
39.108	0.097	R	845934	846030
39.1	0.11	L	845926	846035
39.571	0.106	R	846397	846502
39.562	0.127	L	846388	846514
42.649	0.053	R	849475	849527
42.63	0.09	L	849456	849545
46.101	0.043	L	852927	852969
46.308	0.091	R	853134	853224
46.3	0.102	L	853126	853227
47.845	0.093	R	854671	854763
47.839	0.105	L	854665	854769
52.024	0.025	R	858850	858874
51.996	0.09	L	858822	858911
54.118	0.089	R	860944	861032
54.107	0.125	L	860933	861057
62.475	0.078	R	869301	869378
62.459	0.116	L	869285	869400
65.279	0.081	R	872105	872185
65.26	0.122	L	872086	872207
67.696	0.06	R	874522	874581
67.676	0.103	L	874502	874604
71.187	0.102	R	878013	878114
71.177	0.114	L	878003	878116
71.876	0.098	R	878702	878799
71.867	0.115	L	878693	878807
73.453	0.121	R	880279	880399
73.432	0.162	L	880258	880419
76.629	0.08	L	883455	883534
79.895	0.083	R	886721	886803
79.885	0.102	L	886711	886812
81.042	0.095	R	887868	887962
81.019	0.14	L	887845	887984
83.85	0.08	R	890676	890755
83.83	0.113	L	890656	890768
85.247	0.068	R	892073	892140
85.227	0.1	L	892053	892152
88.116	0.089	R	894942	895030
88.099	0.12	L	894925	895044
89.495	0.08	R	896321	896400
89.473	0.124	L	896299	896422
92.823	0.025	R	899649	899673
92.784	0.091	L	899610	899700
97.465	0.169	R	904291	904459
97.44	0.209	L	904266	904474
98.7	0.088	R	905526	905613
98.692	0.108	L	905518	905625
133.646	0.086	L	940472	940557
133.646	0.086	R	940472	940557
135.0	0.038	R	941826	941863
134.978	0.081	L	941804	941884
141.88	0.079	R	948706	948784
141.863	0.113	L	948689	948801
145.185	0.109	R	952011	952119
145.174	0.127	L	952000	952126
145.905	0.349	L	952731	953079
145.915	0.342	R	952741	953082
148.826	0.317	L	955652	955968
148.828	0.327	R	955654	955980
149.709	0.112	R	956535	956646
149.699	0.127	L	956525	956651
153.425	0.032	R	960251	960282
153.391	0.085	L	960217	960301
160.499	0.088	R	967325	967412
160.48	0.121	L	967306	967426
162.057	0.029	R	968883	968911
162.036	0.069	L	968862	968930
163.858	0.489	L	970684	971172
163.863	0.5	R	970689	971188
164.514	0.126	L	971340	971465
164.517	0.135	R	971343	971477
165.898	0.043	R	972724	972766
165.891	0.07	L	972717	972786
168.01	0.017	R	974836	974852
167.976	0.082	L	974802	974883
171.586	0.384	R	978412	978795
171.58	0.392	L	978406	978797
172.382	0.201	L	979208	979408
172.39	0.193	R	979216	979408
175.246	0.548	R	982072	982619
175.237	0.577	L	982063	982639
176.222	0.113	R	983048	983160
176.217	0.123	L	983043	983165
177.223	0.097	R	984049	984145
177.218	0.104	L	984044	984147
180.075	0.086	R	986901	986986
180.059	0.124	L	986885	987008
180.868	0.1	R	987694	987793
180.861	0.116	L	987687	987802
183.023	0.41	L	989849	990258
183.029	0.416	R	989855	990270
184.013	0.078	R	990839	990916
184.004	0.103	L	990830	990932
184.428	0.207	L	991254	991460
184.431	0.216	R	991257	991472
185.077	0.268	L	991903	992170
185.08	0.27	R	991906	992175
185.999	0.111	R	992825	992935
185.992	0.132	L	992818	992949
186.834	0.103	R	993660	993762
186.827	0.119	L	993653	993771
190.576	0.337	L	997402	997738
190.584	0.339	R	997410	997748
191.481	0.116	R	998307	998422
191.467	0.14	L	998293	998432
191.992	0.172	R	998818	998989
191.983	0.196	L	998809	999004
194.39	0.272	L	1001216	1001487
194.398	0.271	R	1001224	1001494
195.456	0.119	L	1002282	1002400
195.458	0.119	R	1002284	1002402
197.338	0.119	R	1004164	1004282
197.326	0.137	L	1004152	1004288
198.493	0.072	R	1005319	1005390
198.478	0.105	L	1005304	1005408
202.009	0.168	R	1008835	1009002
201.998	0.189	L	1008824	1009012
202.442	0.154	L	1009268	1009421
202.446	0.15	R	1009272	1009421
208.824	0.042	R	1015650	1015691
208.801	0.087	L	1015627	1015713
209.562	0.213	L	1016388	1016600
209.569	0.209	R	1016395	1016603
217.013	0.055	R	1023839	1023893
216.995	0.101	L	1023821	1023921
218.281	0.111	R	1025107	1025217
218.271	0.131	L	1025097	1025227
221.113	0.375	L	1027939	1028313
221.118	0.371	R	1027944	1028314
222.118	0.112	R	1028944	1029055
222.116	0.121	L	1028942	1029062
225.078	0.253	L	1031904	1032156
225.092	0.241	R	1031918	1032158
228.565	0.03	R	1035391	1035420
228.546	0.069	L	1035372	1035440
232.468	0.153	R	1039294	1039446
232.456	0.173	L	1039282	1039454
232.83	0.232	L	1039656	1039887
232.839	0.242	R	1039665	1039906
233.888	0.132	R	1040714	1040845
233.887	0.135	L	1040713	1040847
237.707	0.032	R	1044533	1044564
237.681	0.083	L	1044507	1044589
240.149	0.166	R	1046975	1047140
240.142	0.182	L	1046968	1047149
243.887	0.094	R	1050713	1050806
243.871	0.128	L	1050697	1050824
248.833	0.043	R	1055659	1055701
248.812	0.087	L	1055638	1055724
251.674	0.321	L	1058500	1058820
251.692	0.303	R	1058518	1058820
253.738	0.067	R	1060564	1060630
253.729	0.098	L	1060555	1060652
256.821	0.089	R	1063647	1063735
256.811	0.108	L	1063637	1063744
259.17	0.052	R	1065996	1066047
259.156	0.094	L	1065982	1066075
260.592	0.099	R	1067418	1067516
260.581	0.129	L	1067407	1067535
262.644	0.066	R	1069470	1069535
262.63	0.105	L	1069456	1069560
267.099	0.042	R	1073925	1073966
267.077	0.094	L	1073903	1073996
272.779	0.049	R	1079605	1079653
272.755	0.087	L	1079581	1079667
274.711	0.237	L	1081537	1081773
274.731	0.218	R	1081557	1081774
278.29	0.323	L	1085116	1085438
278.298	0.326	R	1085124	1085449
279.834	0.052	R	1086660	1086711
279.818	0.087	L	1086644	1086730
283.22	0.074	L	1090046	1090119
286.523	0.052	R	1093349	1093400
286.499	0.097	L	1093325	1093421
289.369	0.097	R	1096195	1096291
289.36	0.116	L	1096186	1096301
290.828	0.125	L	1097654	1097778
290.829	0.127	R	1097655	1097781
292.312	0.096	R	1099138	1099233
292.306	0.107	L	1099132	1099238
297.343	0.1	R	1104169	1104268
297.328	0.133	L	1104154	1104286
299.841	0.16	L	1106667	1106826
299.844	0.157	R	1106670	1106826
300.131	0.068	L	1106957	1107024
300.131	0.087	R	1106957	1107043
300.968	0.08	R	1107794	1107873
300.962	0.099	L	1107788	1107886
303.296	0.063	L	1110122	1110184
304.724	0.042	R	1111550	1111591
304.699	0.093	L	1111525	1111617
306.094	0.07	R	1112920	1112989
306.074	0.111	L	1112900	1113010
308.732	0.063	R	1115558	1115620
308.71	0.109	L	1115536	1115644
312.257	0.157	L	1119083	1119239
312.265	0.152	R	1119091	1119242
313.131	0.393	L	1119957	1120349
313.139	0.395	R	1119965	1120359
327.315	0.064	R	1134141	1134204
