onset	duration	eye	startTime	stopTime	xStart	yStart	xEnd	yEnd	ampDeg	vPeak
0.334	0.05	R	4076714	4076762	567.2	501.7	957.4	515.0	7.39	297
0.338	0.048	L	4076718	4076764	556.6	527.2	929.0	538.5	7.06	276
1.432	0.156	L	4077812	4077966	934.2	540.4	949.2	535.5	0.31	1625
1.428	0.16	R	4077808	4077966	970.6	503.2	983.7	539.1	0.74	603
2.802	0.088	L	4079182	4079268	949.3	559.2	233.8	457.0	13.59	331
2.804	0.088	R	4079184	4079270	972.4	535.0	304.1	473.5	12.62	267
3.786	0.064	R	4080166	4080228	278.7	460.2	968.6	553.0	13.15	391
3.79	0.062	L	4080170	4080230	258.9	461.2	894.4	547.7	12.11	365
4.294	0.172	R	4080674	4080844	949.9	564.8	547.3	588.2	7.73	564
4.298	0.172	L	4080678	4080848	902.9	560.0	480.8	557.8	8.08	1806
4.67	0.048	R	4081050	4081096	541.9	563.8	958.1	553.3	7.98	333
4.67	0.05	L	4081050	4081098	494.7	558.2	907.0	559.7	7.90	319
4.934	0.016	L	4081314	4081328	928.9	556.7	960.0	551.3	0.61	52
5.446	0.022	R	4081826	4081846	974.6	518.7	951.0	522.9	0.46	61
5.442	0.028	L	4081822	4081848	950.9	539.9	928.4	539.0	0.44	70
5.73	0.022	L	4082110	4082130	950.1	547.8	910.5	538.7	0.79	69
8.966	0.16	R	4085346	4085504	979.4	512.7	946.6	527.5	0.70	497
8.962	0.17	L	4085342	4085510	945.5	547.3	926.0	534.2	0.45	3008
11.086	0.042	R	4087466	4087506	967.9	520.8	1228.9	487.7	5.08	236
11.088	0.044	L	4087468	4087510	961.2	545.1	1215.6	541.9	4.92	210
11.346	0.02	R	4087726	4087744	1235.1	505.1	1293.4	513.6	1.14	83
11.346	0.024	L	4087726	4087748	1214.7	540.7	1272.8	549.6	1.13	89
12.198	0.234	L	4088578	4088810	1258.6	559.3	972.0	481.1	5.76	2048
12.2	0.232	R	4088580	4088810	1277.0	522.5	992.6	485.6	5.56	232
13.068	0.022	L	4089448	4089468	974.7	517.0	939.9	558.1	1.05	77
13.07	0.022	R	4089450	4089470	978.9	482.7	947.1	524.9	1.04	75
14.122	0.034	L	4090502	4090534	955.9	547.0	964.9	542.7	0.19	79
14.128	0.03	R	4090508	4090536	965.4	525.9	979.9	524.2	0.28	68
14.24	0.024	L	4090620	4090642	976.6	546.8	931.2	537.9	0.90	85
14.242	0.022	R	4090622	4090642	985.3	523.1	943.2	511.2	0.85	81
14.288	0.028	L	4090668	4090694	938.6	544.1	1014.9	545.6	1.48	113
14.286	0.03	R	4090666	4090694	940.8	508.1	1028.0	505.5	1.69	125
14.388	0.02	R	4090768	4090786	1002.8	514.6	952.8	523.6	0.99	77
14.386	0.024	L	4090766	4090788	1008.2	540.8	943.9	535.5	1.25	94
15.338	0.06	L	4091718	4091776	953.7	531.1	313.7	521.4	12.11	378
15.34	0.06	R	4091720	4091778	962.2	511.2	349.5	539.6	11.61	333
