participant_id	condition	accuracy	reaction_time
sub-24029	incongruent	1	0.587
sub-24029	congruent	1	0.402
sub-24029	incongruent	1	0.581
sub-24029	incongruent	1	0.615
sub-24029	incongruent	1	0.547
sub-24029	congruent	1	0.366
sub-24029	incongruent	1	0.522
sub-24029	congruent	1	0.402
sub-24029	congruent	1	0.395
sub-24029	incongruent	1	0.538
sub-24029	incongruent	1	0.427
sub-24029	incongruent	1	0.544
sub-24029	incongruent	1	0.557
sub-24029	congruent	1	0.411
sub-24029	incongruent	1	0.542
sub-24029	incongruent	1	0.531
sub-24029	incongruent	1	0.582
sub-24029	incongruent	1	0.450
sub-24029	congruent	1	0.346
sub-24029	incongruent	1	0.516
sub-24029	congruent	1	0.397
sub-24029	congruent	1	0.439
sub-24029	congruent	1	0.533
sub-24029	congruent	1	0.394
sub-24029	congruent	1	0.354
sub-24029	incongruent	1	0.529
sub-24029	congruent	1	0.465
sub-24029	congruent	1	0.447
sub-24029	congruent	1	0.424
sub-24029	congruent	1	0.408
sub-24029	incongruent	1	0.603
sub-24029	congruent	1	0.373
sub-24029	incongruent	1	0.439
sub-24029	congruent	1	0.376
sub-24029	congruent	1	0.332
sub-24029	congruent	1	0.449
sub-24029	incongruent	1	0.519
sub-24029	incongruent	1	0.615
sub-24029	incongruent	1	0.556
sub-24029	incongruent	1	0.501
sub-24029	incongruent	1	0.484
sub-24029	congruent	1	0.751
sub-24029	incongruent	1	0.562
sub-24029	incongruent	1	0.439
sub-24029	congruent	1	0.344
sub-24029	congruent	1	0.391
sub-24029	incongruent	1	0.526
sub-24029	congruent	1	0.427
sub-24029	incongruent	1	0.613
sub-24029	congruent	1	0.639
sub-24029	incongruent	1	0.635
sub-24029	congruent	1	0.434
sub-24029	congruent	1	0.447
sub-24029	incongruent	1	0.521
sub-24029	congruent	1	0.444
sub-24029	incongruent	1	0.398
sub-24029	congruent	1	0.523
sub-24029	congruent	1	0.506
sub-24029	congruent	1	0.325
sub-24029	incongruent	1	0.404
sub-24029	incongruent	1	0.704
sub-24029	congruent	1	0.422
sub-24029	congruent	1	0.332
sub-24029	incongruent	1	0.548
sub-24029	incongruent	1	0.512
sub-24029	incongruent	1	0.451
sub-24029	congruent	1	0.401
sub-24029	incongruent	0	0.330
sub-24029	incongruent	1	0.507
sub-24029	congruent	1	0.519
sub-24029	congruent	1	0.327
sub-24029	incongruent	0	0.321
sub-24029	congruent	1	0.446
sub-24029	congruent	1	0.429
sub-24029	congruent	1	0.405
sub-24029	incongruent	1	0.497
sub-24029	congruent	1	0.394
sub-24029	congruent	1	0.359
sub-24029	incongruent	1	0.496
sub-24029	incongruent	0	0.347
sub-24029	incongruent	1	0.690
sub-24029	congruent	1	0.396
sub-24029	congruent	1	0.395
sub-24029	congruent	1	0.392
sub-24029	incongruent	1	0.690
sub-24029	congruent	1	0.528
sub-24029	congruent	1	0.524
sub-24029	incongruent	1	0.638
sub-24029	incongruent	1	0.494
sub-24029	congruent	1	0.359
sub-24029	incongruent	1	0.532
sub-24029	incongruent	1	0.414
sub-24029	incongruent	1	0.475
sub-24029	incongruent	1	0.463
sub-24029	congruent	1	0.493
sub-24029	incongruent	1	0.513
sub-24029	incongruent	1	0.450
sub-24029	incongruent	1	0.570
sub-24029	congruent	1	0.348
sub-24029	incongruent	1	0.473
sub-24029	congruent	1	0.355
sub-24029	incongruent	1	1.016
sub-24029	incongruent	1	0.556
sub-24029	congruent	1	0.395
sub-24029	congruent	1	0.386
sub-24029	incongruent	1	0.501
sub-24029	incongruent	1	0.495
sub-24029	congruent	1	0.410
sub-24029	congruent	1	0.486
sub-24029	congruent	1	0.475
sub-24029	incongruent	1	0.723
sub-24029	congruent	1	0.587
sub-24029	congruent	1	0.955
sub-24029	congruent	1	0.402
sub-24029	congruent	1	0.506
sub-24029	incongruent	1	0.779
sub-24029	congruent	1	0.536
sub-24029	incongruent	0	0.430
sub-24029	incongruent	1	0.537
sub-24029	congruent	1	0.410
sub-24029	incongruent	1	1.007
sub-24029	incongruent	1	0.361
sub-24029	incongruent	1	0.511
sub-24029	congruent	1	0.719
sub-24029	congruent	1	0.340
sub-24029	incongruent	1	0.546
sub-24029	incongruent	1	0.513
sub-24029	congruent	1	0.441
sub-24029	congruent	1	0.409
sub-24029	incongruent	1	0.502
sub-24029	incongruent	1	0.420
sub-24029	congruent	1	0.427
sub-24029	incongruent	1	0.810
sub-24029	incongruent	1	0.702
sub-24029	congruent	1	0.502
sub-24029	congruent	1	0.329
sub-24029	incongruent	1	0.423
sub-24029	congruent	1	0.491
sub-24029	incongruent	1	0.522
sub-24029	congruent	1	0.327
sub-24029	congruent	1	0.411
sub-24029	incongruent	1	0.435
sub-24029	congruent	1	0.458
sub-24029	incongruent	1	0.495
sub-24029	congruent	1	0.767
