onset	duration	eye	startTime	stopTime
2.158	0.096	L	5171670	5171765
2.16	0.099	R	5171672	5171770
8.356	0.12	L	5177868	5177987
8.359	0.12	R	5177871	5177990
8.954	0.092	L	5178466	5178557
8.957	0.089	R	5178469	5178557
13.488	0.126	L	5183000	5183125
13.488	0.132	R	5183000	5183131
17.082	0.12	L	5186594	5186713
17.081	0.124	R	5186593	5186716
22.832	0.117	L	5192344	5192460
22.834	0.118	R	5192346	5192463
27.176	0.07	R	5196688	5196757
27.172	0.081	L	5196684	5196764
33.995	0.229	R	5203507	5203735
33.979	0.251	L	5203491	5203741
38.464	0.049	L	5207976	5208024
38.467	0.047	R	5207979	5208025
39.273	0.154	L	5208785	5208938
39.275	0.164	R	5208787	5208950
42.442	0.203	L	5211954	5212156
42.443	0.214	R	5211955	5212168
46.543	0.086	L	5216055	5216140
46.545	0.089	R	5216057	5216145
50.605	0.174	R	5220117	5220290
50.591	0.193	L	5220103	5220295
54.858	0.205	L	5224370	5224574
54.861	0.209	R	5224373	5224581
57.332	0.105	R	5226844	5226948
57.328	0.115	L	5226840	5226954
59.557	0.135	L	5229069	5229203
59.557	0.142	R	5229069	5229210
61.243	0.156	R	5230755	5230910
61.24	0.163	L	5230752	5230914
63.201	0.331	L	5232713	5233043
63.215	0.322	R	5232727	5233048
63.898	0.059	L	5233410	5233468
63.898	0.066	R	5233410	5233475
65.51	0.156	L	5235022	5235177
65.511	0.161	R	5235023	5235183
68.151	0.186	L	5237663	5237848
68.155	0.186	R	5237667	5237852
69.787	0.126	L	5239299	5239424
69.787	0.133	R	5239299	5239431
72.88	0.141	L	5242392	5242532
72.884	0.143	R	5242396	5242538
74.56	0.138	L	5244072	5244209
74.561	0.145	R	5244073	5244217
78.128	0.109	L	5247640	5247748
78.131	0.112	R	5247643	5247754
80.146	0.122	R	5249658	5249779
80.144	0.126	L	5249656	5249781
81.498	0.146	L	5251010	5251155
81.499	0.152	R	5251011	5251162
84.96	0.139	L	5254472	5254610
84.959	0.151	R	5254471	5254621
89.865	0.132	R	5259377	5259508
89.86	0.154	L	5259372	5259525
92.83	0.194	L	5262342	5262535
92.829	0.206	R	5262341	5262546
95.4	0.116	R	5264912	5265027
95.398	0.124	L	5264910	5265033
98.216	0.157	L	5267728	5267884
98.216	0.157	R	5267728	5267884
125.066	0.141	L	5294578	5294718
125.068	0.145	R	5294580	5294724
128.682	0.089	L	5298194	5298282
128.683	0.09	R	5298195	5298284
131.85	0.095	L	5301362	5301456
131.85	0.096	R	5301362	5301457
133.182	0.131	L	5302694	5302824
133.184	0.138	R	5302696	5302833
135.771	0.118	L	5305283	5305400
135.774	0.116	R	5305286	5305401
142.514	0.275	R	5312026	5312300
142.51	0.282	L	5312022	5312303
143.481	0.147	L	5312993	5313139
143.485	0.144	R	5312997	5313140
148.444	0.113	R	5317956	5318068
148.44	0.122	L	5317952	5318073
150.806	0.122	L	5320318	5320439
150.809	0.119	R	5320321	5320439
155.672	0.144	R	5325184	5325327
155.668	0.153	L	5325180	5325332
158.374	0.168	R	5327886	5328053
158.37	0.175	L	5327882	5328056
159.516	0.156	L	5329028	5329183
159.517	0.158	R	5329029	5329186
162.207	0.202	R	5331719	5331920
162.205	0.206	L	5331717	5331922
165.72	0.136	R	5335232	5335367
165.71	0.157	L	5335222	5335378
167.213	0.079	R	5336725	5336803
167.207	0.093	L	5336719	5336811
171.85	0.089	R	5341362	5341450
171.844	0.098	L	5341356	5341453
172.84	0.127	L	5342352	5342478
172.843	0.124	R	5342355	5342478
174.65	0.202	L	5344162	5344363
174.651	0.203	R	5344163	5344365
176.457	0.02	L	5345969	5345988
176.458	0.019	R	5345970	5345988
176.608	0.107	R	5346120	5346226
176.608	0.109	L	5346120	5346228
176.912	0.214	L	5346424	5346637
176.911	0.22	R	5346423	5346642
178.327	0.147	L	5347839	5347985
178.333	0.143	R	5347845	5347987
181.709	0.125	L	5351221	5351345
181.712	0.125	R	5351224	5351348
187.429	0.075	L	5356941	5357015
187.443	0.061	R	5356955	5357015
188.272	0.156	R	5357784	5357939
188.265	0.166	L	5357777	5357942
189.836	0.108	L	5359348	5359455
189.84	0.11	R	5359352	5359461
191.933	0.089	L	5361445	5361533
191.932	0.102	R	5361444	5361545
194.105	0.114	L	5363617	5363730
194.11	0.118	R	5363622	5363739
199.729	0.126	L	5369241	5369366
199.735	0.122	R	5369247	5369368
200.63	0.143	L	5370142	5370284
200.634	0.143	R	5370146	5370288
206.065	0.183	R	5375577	5375759
206.053	0.211	L	5375565	5375775
208.306	0.109	R	5377818	5377926
208.296	0.123	L	5377808	5377930
211.494	0.127	L	5381006	5381132
211.494	0.141	R	5381006	5381146
213.083	0.108	R	5382595	5382702
213.077	0.115	L	5382589	5382703
215.016	0.112	L	5384528	5384639
215.016	0.118	R	5384528	5384645
220.164	0.145	L	5389676	5389820
