onset	duration	eye	startTime	stopTime	xStart	yStart	xEnd	yEnd	ampDeg	vPeak
0.173	0.255	R	2291796	2292050	1125.2	550.2	1320.3	608.8	4.17	1436
0.488	0.033	R	2292111	2292143	1390.6	651.4	963.2	558.5	9.34	624
0.164	0.423	L	2291787	2292209	1116.9	556.9	977.5	557.6	3.00	2591
1.184	0.046	L	2292807	2292852	971.2	560.2	402.5	391.2	12.64	454
1.184	0.046	R	2292807	2292852	972.2	567.2	400.0	375.0	12.87	425
1.774	0.044	L	2293397	2293440	406.3	390.9	963.5	560.1	12.41	458
1.774	0.044	R	2293397	2293440	405.9	377.9	967.3	565.2	12.61	470
1.947	0.017	R	2293570	2293586	989.7	572.1	945.0	559.8	1.01	97
1.948	0.018	L	2293571	2293588	1000.4	570.7	949.6	554.2	1.16	97
3.289	0.111	R	2294912	2295022	952.6	566.3	942.7	562.8	0.23	1556
3.29	0.141	L	2294913	2295053	981.6	569.1	956.8	562.3	0.56	1885
3.83	0.035	L	2295453	2295487	976.4	564.5	793.7	512.8	4.13	167
3.831	0.034	R	2295454	2295487	950.4	563.5	795.7	515.4	3.52	126
4.494	0.024	L	2296117	2296140	809.7	514.5	947.9	554.7	3.12	235
4.493	0.027	R	2296116	2296142	799.2	515.2	922.9	553.8	2.81	170
6.25	0.087	L	2297873	2297959	923.5	551.7	952.9	549.8	0.64	672
6.657	0.014	L	2298280	2298293	924.2	543.0	889.0	529.9	0.81	81
6.66	0.015	R	2298283	2298297	955.4	555.6	917.9	544.2	0.84	88
6.864	0.027	L	2298487	2298513	891.7	529.5	745.6	474.4	3.34	192
6.863	0.028	R	2298486	2298513	922.5	545.1	753.6	491.4	3.79	210
8.29	0.144	R	2299913	2300056	912.9	542.6	1007.1	571.6	2.10	536
8.29	0.188	L	2299913	2300100	878.6	527.5	927.8	549.6	1.16	876
8.707	0.016	R	2300330	2300345	987.8	567.8	952.0	557.8	0.80	70
8.709	0.014	L	2300332	2300345	953.8	556.4	922.5	546.6	0.71	72
9.246	0.083	R	2300869	2300951	999.7	573.7	1009.1	577.3	0.22	925
9.226	0.13	L	2300849	2300978	928.6	551.4	989.4	560.1	1.33	2202
10.75	0.128	R	2302373	2302500	953.1	560.5	980.1	568.4	0.60	727
10.748	0.154	L	2302371	2302524	928.5	550.8	949.6	545.5	0.47	1662
11.196	0.045	R	2302819	2302863	960.8	561.4	1469.0	534.9	10.75	378
11.196	0.047	L	2302819	2302865	930.3	548.9	1515.3	509.4	12.38	444
11.622	0.025	L	2303245	2303269	1529.3	499.1	1791.3	425.0	5.50	390
11.621	0.027	R	2303244	2303270	1518.2	531.3	1743.2	471.1	4.70	306
12.172	0.129	R	2303795	2303923	1729.4	474.2	1758.5	483.2	0.60	1604
12.166	0.138	L	2303789	2303926	1828.2	415.4	1881.7	412.0	1.05	2163
12.637	0.13	R	2304260	2304389	1751.1	460.4	1577.7	486.6	3.49	1115
12.639	0.133	L	2304262	2304394	1870.9	404.0	1686.0	428.2	3.71	971
13.235	0.025	R	2304858	2304882	1605.9	484.2	1489.5	527.7	2.54	160
13.235	0.026	L	2304858	2304883	1677.4	446.4	1542.7	498.2	2.95	173
13.763	0.022	L	2305386	2305407	1527.9	504.5	1617.8	510.0	1.84	129
13.763	0.023	R	2305386	2305408	1479.5	528.2	1562.5	533.1	1.70	111
14.145	0.153	R	2305768	2305920	1543.1	541.7	1016.0	573.1	11.02	1368
14.143	0.171	L	2305766	2305936	1620.7	515.8	947.5	546.6	14.08	1811
14.402	0.017	L	2306025	2306041	910.3	543.3	949.4	546.3	0.84	74
14.94	0.029	R	2306563	2306591	978.0	565.7	1186.0	602.5	4.54	249
14.942	0.04	L	2306565	2306604	939.1	549.6	1114.9	589.5	3.88	294
15.137	0.042	L	2306760	2306801	1153.4	593.0	667.2	458.0	10.78	473
