onset	duration	eye	startTime	stopTime	xStart	yStart	xEnd	yEnd	ampDeg	vPeak
0.184	0.032	L	633303	633334	929.7	444.8	656.7	385.1	5.66	303
0.186	0.036	R	633305	633340	997.4	510.8	728.6	422.5	5.73	220
0.396	0.031	L	633515	633545	667.3	393.6	938.1	449.5	5.59	285
0.395	0.032	R	633514	633545	732.1	444.0	1020.2	511.7	5.98	310
1.316	0.034	R	634435	634468	1031.5	511.9	1288.1	365.0	6.04	264
1.317	0.037	L	634436	634472	952.5	522.5	1210.8	389.0	5.93	256
1.621	0.033	L	634740	634772	1230.5	390.0	979.4	523.7	5.80	295
1.624	0.031	R	634743	634773	1298.3	376.8	1064.7	510.5	5.48	325
1.784	0.015	L	634903	634917	969.1	531.3	937.0	525.5	0.67	65
4.405	0.017	L	637524	637540	937.9	540.2	884.3	542.7	1.10	101
4.407	0.017	R	637526	637542	1003.0	535.6	957.7	531.0	0.94	78
4.672	0.065	R	637791	637855	941.8	536.9	1028.3	517.6	1.82	274
4.665	0.098	L	637784	637881	914.7	550.4	987.9	541.7	1.51	1835
5.567	0.132	R	638686	638817	972.5	513.1	934.2	489.1	0.92	641
5.543	0.197	L	638662	638858	964.5	505.4	916.3	498.8	1.00	1492
5.829	0.016	L	638948	638963	926.0	524.7	983.2	533.8	1.19	107
5.825	0.02	R	638944	638963	947.3	490.8	1006.3	516.4	1.32	102
6.234	0.159	R	639353	639511	992.2	524.2	434.6	507.9	11.30	3026
6.234	0.217	L	639353	639569	969.8	540.0	385.2	578.2	11.84	1256
6.685	0.047	R	639804	639850	433.7	528.7	990.4	480.1	11.28	388
6.685	0.048	L	639804	639851	386.2	573.4	931.9	528.9	11.05	354
6.972	0.032	R	640091	640122	986.3	470.9	1273.9	496.2	5.89	308
6.975	0.032	L	640094	640125	930.2	516.6	1219.2	525.9	5.90	307
7.122	0.018	R	640241	640258	1273.2	518.3	1342.9	513.8	1.42	128
7.124	0.018	L	640243	640260	1219.4	557.0	1288.4	559.3	1.40	125
8.971	0.016	L	642090	642105	933.1	533.1	972.4	531.4	0.81	74
8.97	0.018	R	642089	642106	999.1	534.1	1047.2	541.8	1.00	83
10.341	0.016	L	643460	643475	971.5	528.4	952.9	503.6	0.64	54
11.234	0.072	R	644353	644424	1016.7	530.2	379.2	538.8	12.82	296
11.233	0.074	L	644352	644425	975.0	522.3	341.9	575.0	12.77	381
11.434	0.019	L	644553	644571	309.7	573.3	374.7	542.0	1.43	126
11.433	0.02	R	644552	644571	362.6	563.5	439.0	522.9	1.72	147
12.582	0.14	R	645701	645840	977.9	474.3	1000.8	465.8	0.50	707
12.557	0.185	L	645676	645860	960.1	523.8	984.8	500.0	0.71	1438
15.685	0.023	L	648804	648826	960.9	523.1	890.9	454.0	2.03	145
15.689	0.028	R	648808	648835	1007.0	513.9	931.1	408.9	2.68	131
15.882	0.024	L	649001	649024	874.5	447.3	978.0	534.8	2.79	214
15.881	0.025	R	649000	649024	926.1	427.1	1032.8	513.4	2.83	204
16.971	0.04	L	650090	650129	974.2	540.8	701.5	954.1	10.22	442
16.972	0.045	R	650091	650135	1015.3	515.0	740.0	907.0	9.88	365
17.262	0.042	L	650381	650422	690.2	982.8	278.2	1017.0	8.25	304
17.263	0.045	R	650382	650426	725.8	940.5	310.7	992.0	8.35	248
17.4	0.056	R	650519	650574	307.7	1003.9	1031.4	489.5	17.92	565
17.403	0.055	L	650522	650576	307.7	1028.6	965.1	513.6	16.86	486
19.649	0.034	R	652768	652801	1028.6	527.1	1331.8	533.0	6.16	293
19.65	0.035	L	652769	652803	963.4	534.7	1267.9	559.0	6.20	277
20.758	0.127	R	653877	654003	1048.7	543.9	1044.0	522.6	0.45	916
20.75	0.191	L	653869	654059	1016.7	523.1	988.6	546.9	0.76	1372
27.989	0.079	L	661108	661186	986.4	544.7	213.4	613.0	15.51	367
27.99	0.081	R	661109	661189	1010.2	533.4	260.2	621.8	15.09	293
28.33	0.018	L	661449	661466	225.9	628.9	288.2	620.8	1.23	108
28.33	0.018	R	661449	661466	251.0	619.7	311.7	606.7	1.22	109
28.621	0.019	R	661740	661758	303.0	588.9	366.8	572.1	1.30	110
28.62	0.021	L	661739	661759	281.3	633.4	338.7	590.7	1.42	109
29.153	0.144	R	662272	662415	968.1	489.7	995.4	518.0	0.81	855
29.144	0.187	L	662263	662449	962.4	512.3	975.4	572.9	1.28	1138
32.258	0.034	L	665377	665410	967.2	552.0	688.0	554.7	5.73	281
32.259	0.036	R	665378	665413	1005.4	527.3	750.7	531.0	5.23	202
32.39	0.045	R	665509	665553	737.8	535.9	1290.5	569.8	11.29	397
32.392	0.046	L	665511	665556	695.2	580.2	1231.0	599.3	10.93	359
32.552	0.049	R	665671	665719	1277.9	586.6	1828.7	549.3	10.75	388
32.554	0.049	L	665673	665721	1226.6	578.7	1786.0	531.9	10.93	360
33.377	0.153	R	666496	666648	1803.0	512.9	1061.0	488.6	14.53	685
33.376	0.181	L	666495	666675	1772.1	562.2	976.2	490.7	15.67	1118
33.745	0.016	L	666864	666879	976.5	526.4	1000.4	559.5	0.84	78
34.23	0.015	L	667349	667363	993.6	566.5	953.8	565.6	0.82	73
34.231	0.014	R	667350	667363	1075.1	543.4	1042.1	542.0	0.68	68
37.246	0.026	L	670365	670390	945.2	579.2	791.7	542.2	3.26	205
37.248	0.029	R	670367	670395	974.8	538.9	817.6	517.1	3.27	156
37.438	0.026	R	670557	670582	816.9	518.0	979.2	532.5	3.36	222
37.439	0.028	L	670558	670585	796.9	523.4	960.3	543.7	3.40	188
40.527	0.028	L	673646	673673	963.7	594.7	722.7	555.3	5.04	286
40.529	0.031	R	673648	673678	998.3	544.6	776.5	537.8	4.58	233
40.666	0.018	R	673785	673802	764.0	545.0	712.3	532.5	1.10	94
40.664	0.025	L	673783	673807	723.5	587.8	669.6	593.5	1.12	156
41.167	0.016	L	674286	674301	665.2	555.9	659.4	519.2	0.77	65
41.769	0.131	R	674888	675018	734.7	513.6	1024.0	556.6	6.02	444
41.771	0.165	L	674890	675054	663.6	531.8	945.1	577.3	5.88	992
43.294	0.025	R	676413	676437	1004.3	528.0	1016.8	638.8	2.31	126
43.267	0.108	L	676386	676493	967.7	561.2	973.6	571.2	0.24	709
48.917	0.062	R	682036	682097	996.6	563.2	1684.0	523.3	13.76	328
48.918	0.063	L	682037	682099	955.3	577.3	1650.0	525.1	13.92	306
49.26	0.015	L	682379	682393	1658.8	521.1	1621.0	515.8	0.74	71
49.463	0.057	L	682582	682638	1631.1	510.2	935.9	491.6	13.91	403
49.466	0.057	R	682585	682641	1646.2	530.0	1020.3	525.2	12.53	326
50.541	0.014	R	683660	683673	1030.4	557.4	998.0	547.8	0.70	68
50.539	0.018	L	683658	683675	969.0	541.6	921.4	516.7	1.11	104
53.149	0.032	R	686268	686299	987.0	540.7	1274.8	542.9	5.92	307
53.151	0.034	L	686270	686303	958.4	573.2	1247.4	575.7	5.93	286
53.309	0.05	R	686428	686477	1279.2	566.7	723.8	462.3	11.56	325
53.308	0.058	L	686427	686484	1252.4	580.0	703.7	453.5	11.52	454
53.402	0.034	R	686521	686554	713.5	462.2	404.8	459.2	6.24	283
53.401	0.044	L	686520	686563	666.5	458.3	377.5	451.2	5.86	355
54.33	0.063	R	687449	687511	970.3	514.4	988.5	561.5	1.05	401
54.301	0.14	L	687420	687559	934.9	553.3	927.8	567.1	0.32	1378
60.082	0.079	L	693201	693279	971.6	568.0	962.0	560.9	0.25	581
61.501	0.052	R	694620	694671	1022.2	524.2	1647.0	553.2	12.55	334
61.502	0.054	L	694621	694674	955.8	560.0	1606.8	608.2	13.10	342
61.753	0.015	L	694872	694886	1582.9	606.6	1555.7	581.8	0.73	76
62.658	0.503	R	695777	696279	1068.3	529.4	1034.7	487.1	1.12	2198
62.656	0.509	L	695775	696283	1012.0	520.8	928.7	521.3	1.72	1465
63.353	0.151	R	696472	696622	1000.1	518.3	1023.9	482.3	0.90	1562
63.341	0.179	L	696460	696638	948.5	530.5	943.6	563.8	0.70	1486
65.738	0.033	R	698857	698889	1007.5	528.3	1192.1	510.4	3.78	152
65.74	0.033	L	698859	698891	954.5	563.6	1140.7	518.9	3.91	157
65.894	0.042	R	699013	699054	1184.4	516.8	1592.3	566.2	8.17	280
65.897	0.042	L	699016	699057	1141.5	522.4	1548.5	583.4	8.19	261
66.002	0.095	L	699121	699215	1533.4	559.8	426.1	426.0	22.03	504
66.003	0.094	R	699122	699215	1575.0	567.0	517.2	389.8	21.19	368
66.729	0.042	L	699848	699889	429.8	441.6	891.3	459.8	9.34	339
66.727	0.044	R	699846	699889	453.3	423.2	947.8	438.0	10.00	332
66.955	0.045	R	700074	700118	1003.3	482.9	920.0	551.8	2.22	112
66.955	0.115	L	700074	700188	994.7	452.1	917.9	522.5	2.15	3232
67.855	0.02	R	700974	700993	948.8	512.2	1007.3	505.3	1.21	93
67.857	0.019	L	700976	700994	904.1	516.9	954.1	512.4	1.03	81
68.49	0.12	R	701609	701728	990.4	524.7	996.4	498.6	0.55	310
68.491	0.164	L	701610	701773	959.9	528.6	951.4	503.9	0.54	2002
70.171	0.053	L	703290	703342	956.1	534.4	405.2	429.7	11.39	351
70.172	0.054	R	703291	703344	994.9	502.3	504.5	416.3	10.11	269
70.508	0.121	R	703627	703747	477.3	442.9	1547.0	496.5	21.27	907
70.509	0.127	L	703628	703754	436.8	441.3	1486.4	522.6	20.91	973
70.859	0.021	R	703978	703998	1527.7	549.7	1627.8	534.2	1.98	162
70.86	0.022	L	703979	704000	1484.9	527.6	1583.3	524.4	1.92	149
71.33	0.134	R	704449	704582	1062.2	490.4	947.7	446.7	2.51	2903
71.328	0.17	L	704447	704616	1039.7	493.3	886.6	487.1	3.14	2924
