onset	duration	eye	startTime	stopTime
2.068	0.1	L	5885604	5885702
2.064	0.11	R	5885600	5885708
3.448	0.108	L	5886984	5887090
3.446	0.112	R	5886982	5887092
4.44	0.074	L	5887976	5888048
4.436	0.094	R	5887972	5888064
5.758	0.112	L	5889294	5889404
5.754	0.13	R	5889290	5889418
8.002	0.1	L	5891538	5891636
8.0	0.12	R	5891536	5891654
9.196	0.116	L	5892732	5892846
9.192	0.138	R	5892728	5892864
10.526	0.116	L	5894062	5894176
10.524	0.134	R	5894060	5894192
11.974	0.106	L	5895510	5895614
11.972	0.12	R	5895508	5895626
13.6	0.092	L	5897136	5897226
13.602	0.104	R	5897138	5897240
14.708	0.148	L	5898244	5898390
14.716	0.146	R	5898252	5898396
16.578	0.088	L	5900114	5900200
16.572	0.108	R	5900108	5900214
18.06	0.096	L	5901596	5901690
18.06	0.106	R	5901596	5901700
19.76	0.092	L	5903296	5903386
19.756	0.108	R	5903292	5903398
22.544	0.05	L	5906080	5906128
22.544	0.066	R	5906080	5906144
24.642	0.118	L	5908178	5908294
24.64	0.134	R	5908176	5908308
25.666	0.118	L	5909202	5909318
25.662	0.144	R	5909198	5909340
26.858	0.112	L	5910394	5910504
26.856	0.132	R	5910392	5910522
28.442	0.104	L	5911978	5912080
28.448	0.1	R	5911984	5912082
30.216	0.102	L	5913752	5913852
30.216	0.114	R	5913752	5913864
33.174	0.074	L	5916710	5916782
33.17	0.092	R	5916706	5916796
34.8	0.15	L	5918336	5918484
34.798	0.174	R	5918334	5918506
35.812	0.058	L	5919348	5919404
35.806	0.08	R	5919342	5919420
38.994	0.076	L	5922530	5922604
38.99	0.102	R	5922526	5922626
39.458	0.126	L	5922994	5923118
39.456	0.144	R	5922992	5923134
41.144	0.104	L	5924680	5924782
41.14	0.126	R	5924676	5924800
42.716	0.084	L	5926252	5926334
42.71	0.108	R	5926246	5926352
43.732	0.132	L	5927268	5927398
43.73	0.152	R	5927266	5927416
45.496	0.102	L	5929032	5929132
45.494	0.116	R	5929030	5929144
46.962	0.104	L	5930498	5930600
46.958	0.13	R	5930494	5930622
47.94	0.136	L	5931476	5931610
47.936	0.146	R	5931472	5931616
49.304	0.108	L	5932840	5932946
49.298	0.128	R	5932834	5932960
50.306	0.144	L	5933842	5933984
50.302	0.156	R	5933838	5933992
51.568	0.158	L	5935104	5935260
51.57	0.166	R	5935106	5935270
53.72	0.146	L	5937256	5937400
53.72	0.162	R	5937256	5937416
54.954	0.12	L	5938490	5938608
54.954	0.134	R	5938490	5938622
56.732	0.108	L	5940268	5940374
56.724	0.126	R	5940260	5940384
58.44	0.106	L	5941976	5942080
58.436	0.118	R	5941972	5942088
59.324	0.076	L	5942860	5942934
59.326	0.086	R	5942862	5942946
60.178	0.086	L	5943714	5943798
60.18	0.092	R	5943716	5943806
62.518	0.058	L	5946054	5946110
62.516	0.068	R	5946052	5946118
63.134	0.092	L	5946670	5946760
63.132	0.102	R	5946668	5946768
64.272	0.12	L	5947808	5947926
64.268	0.132	R	5947804	5947934
64.892	0.128	L	5948428	5948554
64.89	0.142	R	5948426	5948566
67.43	0.056	L	5950966	5951020
67.426	0.076	R	5950962	5951036
69.062	0.074	L	5952598	5952670
69.06	0.09	R	5952596	5952684
69.882	0.11	L	5953418	5953526
69.878	0.134	R	5953414	5953546
70.632	0.116	L	5954168	5954282
70.63	0.132	R	5954166	5954296
73.222	0.098	L	5956758	5956854
73.22	0.114	R	5956756	5956868
75.174	0.116	L	5958710	5958824
75.174	0.13	R	5958710	5958838
