onset	duration	eye	startTime	stopTime
0.596	0.122	R	1532000	1532120
0.592	0.13	L	1531996	1532124
1.802	0.096	R	1533206	1533300
1.79	0.116	L	1533194	1533308
4.4	0.006	R	1535804	1535808
4.96	0.16	R	1536364	1536522
4.958	0.164	L	1536362	1536524
5.9	0.134	R	1537304	1537436
5.894	0.152	L	1537298	1537448
6.32	0.142	R	1537724	1537864
6.306	0.638	L	1537710	1538346
8.84	0.082	R	1540244	1540324
8.834	0.094	L	1540238	1540330
10.132	0.35	R	1541536	1541884
10.12	0.39	L	1541524	1541912
12.652	0.108	L	1544056	1544162
12.648	0.114	R	1544052	1544164
13.136	0.152	R	1544540	1544690
13.13	0.18	L	1544534	1544712
13.818	0.116	R	1545222	1545336
13.812	0.134	L	1545216	1545348
17.268	0.156	R	1548672	1548826
17.264	0.17	L	1548668	1548836
17.78	0.194	R	1549184	1549376
17.772	0.232	L	1549176	1549406
20.138	0.404	L	1551542	1551944
20.68	0.624	L	1552084	1552706
20.802	0.63	R	1552206	1552834
21.488	0.076	R	1552892	1552966
21.356	0.338	L	1552760	1553096
21.618	0.076	R	1553022	1553096
21.834	0.142	R	1553238	1553378
21.828	0.156	L	1553232	1553386
23.056	0.108	L	1554460	1554566
23.058	0.108	R	1554462	1554568
27.092	0.166	R	1558496	1558660
27.09	0.18	L	1558494	1558672
28.036	0.11	R	1559440	1559548
28.032	0.116	L	1559436	1559550
31.938	0.09	R	1563342	1563430
31.932	0.106	L	1563336	1563440
33.022	0.084	R	1564426	1564508
34.524	0.154	L	1565928	1566080
34.528	0.15	R	1565932	1566080
35.418	0.138	L	1566822	1566958
35.42	0.136	R	1566824	1566958
37.122	0.178	R	1568526	1568702
38.728	0.122	L	1570132	1570252
38.73	0.122	R	1570134	1570254
39.938	0.148	R	1571342	1571488
39.93	0.17	L	1571334	1571502
42.472	0.148	R	1573876	1574022
42.47	0.16	L	1573874	1574032
43.038	0.136	L	1574442	1574576
43.042	0.132	R	1574446	1574576
47.972	0.128	L	1579376	1579502
47.974	0.43	R	1579378	1579806
48.228	0.178	L	1579632	1579808
51.704	0.136	L	1583108	1583242
51.704	0.14	R	1583108	1583246
53.294	0.12	L	1584698	1584816
53.29	0.126	R	1584694	1584818
58.928	0.33	R	1590332	1590660
59.618	0.236	R	1591022	1591256
58.92	2.052	L	1590324	1592374
61.114	0.134	R	1592518	1592650
61.106	0.152	L	1592510	1592660
62.192	0.168	R	1593596	1593762
62.19	0.174	L	1593594	1593766
65.414	0.102	R	1596818	1596918
65.408	0.114	L	1596812	1596924
67.602	0.17	L	1599006	1599174
67.604	0.168	R	1599008	1599174
68.472	1.054	R	1599876	1600928
68.414	1.12	L	1599818	1600936
71.646	0.124	L	1603050	1603172
71.65	0.12	R	1603054	1603172
72.354	0.428	R	1603758	1604184
72.35	0.446	L	1603754	1604198
