onset	duration	eye	startTime	stopTime	xAvg	yAvg	pupilAvg
0.01	0.252	L	2820984	2821234	472.1	346.6	1769
0.294	0.098	L	2821268	2821364	606.6	350.4	1724
0.432	0.17	L	2821406	2821574	891.3	482.6	1680
0.62	2.156	L	2821594	2823748	931.0	508.4	1579
2.822	0.768	L	2823796	2824562	611.7	495.0	1711
3.738	0.272	L	2824712	2824982	621.5	501.3	1691
4.05	0.252	L	2825024	2825274	946.4	502.4	1732
4.466	2.574	L	2825440	2828012	939.1	510.3	1526
7.104	0.808	L	2828078	2828884	313.0	499.8	1654
8.06	0.032	L	2829034	2829064	332.9	516.2	1439
8.148	0.174	L	2829122	2829294	961.5	509.5	1411
8.342	0.1	L	2829316	2829414	906.6	512.0	1470
8.666	4.166	L	2829640	2833804	936.4	508.4	1528
12.966	2.622	L	2833940	2836560	950.4	554.8	1217
15.626	0.61	L	2836600	2837208	771.0	517.7	1503
16.384	0.032	L	2837358	2837388	767.9	515.5	1514
16.446	0.466	L	2837420	2837884	875.3	519.4	1550
16.936	2.68	L	2837910	2840588	948.7	531.2	1495
19.784	3.116	L	2840758	2843872	932.9	525.6	1404
23.024	0.668	L	2843998	2844664	936.4	526.0	1387
23.738	0.824	L	2844712	2845534	633.8	538.0	1221
24.71	0.016	L	2845684	2845698	637.1	544.7	1178
24.772	0.104	L	2845746	2845848	936.6	523.5	1156
25.144	2.878	L	2846118	2848994	955.1	543.5	1148
28.11	0.772	L	2849084	2849854	-16.9	413.6	1494
29.03	0.032	L	2850004	2850034	-22.7	416.4	1454
29.13	0.172	L	2850104	2850274	828.0	484.3	1421
29.334	6.418	L	2850308	2856724	952.0	548.1	1167
35.872	0.48	L	2856846	2857324	947.9	539.7	762
36.41	0.796	L	2857384	2858178	323.5	528.2	1009
37.388	0.21	L	2858362	2858570	943.2	543.2	1049
37.792	0.156	L	2858766	2858920	970.7	545.5	1085
37.966	0.216	L	2858940	2859154	1007.1	546.1	1067
38.212	0.132	L	2859186	2859316	897.3	550.3	1006
38.366	4.428	L	2859340	2863766	958.0	539.8	1170
42.918	1.75	L	2863892	2865640	970.6	539.4	1109
44.724	0.808	L	2865698	2866504	1590.9	552.7	1101
45.688	0.118	L	2866662	2866778	952.9	538.9	1046
46.038	0.346	L	2867012	2867356	946.3	530.6	1079
46.408	0.246	L	2867382	2867626	1018.4	534.9	1031
46.674	6.348	L	2867648	2873994	953.3	542.0	1251
53.074	0.586	L	2874048	2874632	1392.7	502.7	1290
53.702	0.154	L	2874676	2874828	1730.7	538.1	1221
54.004	0.222	L	2874978	2875198	1732.5	545.3	1215
54.288	0.074	L	2875262	2875334	1020.7	532.7	1360
54.588	0.378	L	2875562	2875938	918.0	533.5	1375
54.984	2.314	L	2875958	2878270	944.1	550.5	1116
57.344	0.218	L	2878318	2878534	777.2	539.1	1213
57.622	0.506	L	2878596	2879100	197.3	580.2	1364
58.274	0.022	L	2879248	2879268	229.0	596.2	1297
58.354	0.164	L	2879328	2879490	898.0	541.5	1217
58.722	0.202	L	2879696	2879896	944.0	533.0	1221
58.944	0.278	L	2879918	2880194	896.8	536.0	1220
59.24	6.316	L	2880214	2886528	952.4	553.3	1190
65.6	0.852	L	2886574	2887424	1273.7	547.2	873
66.642	0.072	L	2887616	2887686	953.2	556.5	900
66.948	0.278	L	2887922	2888198	909.3	530.5	937
67.254	0.3	L	2888228	2888526	1025.5	538.8	948
67.576	6.34	L	2888550	2894888	959.1	542.5	1094
73.966	0.14	L	2894940	2895078	1426.4	540.1	942
