onset	duration	eye	startTime	stopTime	xStart	yStart	xEnd	yEnd	ampDeg	vPeak
0.236	0.042	L	1176428	1176468	971.5	353.7	652.5	398.2	5.99	192
0.234	0.044	R	1176426	1176468	1099.2	375.6	776.1	403.5	6.02	199
0.414	0.03	R	1176606	1176634	757.7	414.1	980.7	487.1	4.37	235
0.416	0.03	L	1176608	1176636	649.2	406.5	875.2	461.1	4.33	224
1.332	0.018	R	1177524	1177540	983.4	518.9	1031.8	491.7	1.04	81
1.332	0.02	L	1177524	1177542	866.6	489.1	915.3	453.2	1.13	86
1.47	0.216	R	1177662	1177876	993.9	490.9	995.8	448.2	0.80	1066
1.472	0.252	L	1177664	1177914	870.7	457.9	852.0	431.9	0.60	1837
1.938	0.02	R	1178130	1178148	990.4	492.1	1040.6	513.0	1.02	82
1.938	0.022	L	1178130	1178150	862.7	466.0	914.3	495.3	1.11	87
2.088	0.018	R	1178280	1178296	1020.0	525.2	974.0	503.2	0.96	74
2.088	0.02	L	1178280	1178298	888.1	505.4	838.0	486.8	1.00	78
2.516	0.034	R	1178708	1178740	975.8	513.7	1223.3	497.7	4.64	210
2.516	0.036	L	1178708	1178742	867.7	499.4	1109.3	480.8	4.53	184
2.664	0.038	L	1178856	1178892	1107.0	484.7	733.6	475.0	6.98	331
2.664	0.04	R	1178856	1178894	1209.8	491.9	823.5	469.6	7.22	306
2.838	0.022	R	1179030	1179050	804.7	473.0	713.3	466.4	1.71	118
2.838	0.024	L	1179030	1179052	723.0	482.0	625.2	481.1	1.82	127
3.074	0.06	R	1179266	1179324	719.3	469.9	1623.5	457.0	16.59	444
3.074	0.064	L	1179266	1179328	630.4	494.6	1495.2	467.5	15.88	382
3.268	0.04	L	1179460	1179498	1495.4	468.1	1068.8	390.3	7.97	336
3.266	0.042	R	1179458	1179498	1607.7	463.3	1166.2	388.1	8.23	312
3.424	0.032	R	1179616	1179646	1163.1	397.7	1463.1	413.8	5.56	301
3.426	0.034	L	1179618	1179650	1073.4	392.6	1369.4	407.5	5.49	264
3.876	0.044	L	1180068	1180110	1327.5	420.2	843.2	468.7	9.06	343
3.876	0.044	R	1180068	1180110	1447.6	420.5	954.8	486.5	9.26	317
4.408	0.024	L	1180600	1180622	831.3	488.1	936.9	476.0	2.00	133
4.406	0.026	R	1180598	1180622	939.5	496.6	1046.8	487.4	2.03	126
4.672	0.018	L	1180864	1180880	915.2	495.8	865.8	499.4	0.93	74
4.67	0.02	R	1180862	1180880	1042.6	503.7	986.2	509.2	1.07	79
6.036	0.16	R	1182228	1182386	986.1	515.4	965.0	451.2	1.27	1226
