onset	duration	eye	startTime	stopTime	xAvg	yAvg	pupilAvg
0.012	0.425	L	1764244	1764668	797.5	414.8	810
0.012	0.425	R	1764244	1764668	859.7	427.5	825
0.469	0.145	R	1764701	1764845	1019.0	567.3	792
0.465	2.772	L	1764697	1767468	941.0	542.8	659
0.63	2.608	R	1764862	1767469	986.7	534.5	691
3.413	3.79	L	1767645	1771434	950.8	544.2	582
3.392	3.811	R	1767624	1771434	970.2	537.8	612
7.254	0.339	L	1771486	1771824	1391.1	519.9	584
7.251	0.342	R	1771483	1771824	1446.2	482.2	570
7.735	0.289	L	1771967	1772255	1386.5	536.3	663
7.735	0.289	R	1771967	1772255	1431.9	487.3	665
8.066	0.621	R	1772298	1772918	1059.3	519.8	830
8.065	0.623	L	1772297	1772919	993.3	528.1	808
8.703	1.568	L	1772935	1774502	945.6	557.5	705
10.287	0.989	L	1774519	1775507	944.0	543.5	742
8.704	2.573	R	1772936	1775508	997.7	538.5	754
11.303	0.441	L	1775535	1775975	723.5	526.2	809
11.305	0.44	R	1775537	1775976	780.6	507.5	840
11.769	0.145	L	1776001	1776145	563.9	510.4	828
11.771	0.143	R	1776003	1776145	599.3	486.9	897
12.058	0.066	R	1776290	1776355	599.4	508.7	903
12.058	0.067	L	1776290	1776356	558.8	519.5	846
12.164	0.41	L	1776396	1776805	914.4	526.8	856
12.163	0.412	R	1776395	1776806	980.9	535.6	884
12.595	0.443	R	1776827	1777269	1057.6	549.8	842
12.594	0.445	L	1776826	1777270	982.1	532.7	823
13.055	2.334	L	1777287	1779620	932.7	550.4	728
13.055	2.336	R	1777287	1779622	985.8	533.8	783
15.433	0.802	L	1779665	1780466	368.5	555.5	667
15.437	0.798	R	1779669	1780466	355.3	522.2	701
16.379	0.351	L	1780611	1780961	919.4	572.5	696
16.379	0.356	R	1780611	1780966	953.1	531.1	683
16.92	0.182	R	1781152	1781333	999.0	512.8	710
16.937	6.885	L	1781169	1788053	948.2	546.8	702
17.119	6.705	R	1781351	1788055	988.3	538.4	715
23.865	0.354	L	1788097	1788450	461.5	520.4	756
23.869	0.352	R	1788101	1788452	472.7	528.5	770
24.255	0.306	L	1788487	1788792	135.8	534.3	693
24.258	0.303	R	1788490	1788792	133.9	521.2	717
24.704	0.047	R	1788936	1788982	138.9	549.5	717
24.704	0.048	L	1788936	1788983	142.3	559.6	710
24.804	0.21	L	1789036	1789245	838.3	537.7	724
24.803	0.214	R	1789035	1789248	888.8	516.0	706
25.169	0.093	L	1789401	1789493	258.0	536.0	762
25.137	0.126	R	1789369	1789494	285.1	525.9	792
25.285	0.202	R	1789517	1789718	190.6	533.1	812
25.283	0.205	L	1789515	1789719	166.6	550.9	787
25.539	0.188	R	1789771	1789958	935.7	509.3	749
25.541	0.188	L	1789773	1789960	892.8	523.0	745
25.745	2.347	L	1789977	1792323	954.2	548.9	609
25.744	2.349	R	1789976	1792324	972.3	541.9	620
28.146	0.736	L	1792378	1793113	225.8	490.3	693
28.149	0.733	R	1792381	1793113	226.9	480.6	734
29.027	0.307	R	1793259	1793565	226.7	481.6	713
29.027	0.309	L	1793259	1793567	253.1	507.5	707
29.385	0.293	R	1793617	1793909	900.9	530.2	672
29.386	0.293	L	1793618	1793910	885.7	546.8	700
29.705	0.287	R	1793937	1794223	1054.8	541.2	656
29.706	0.287	L	1793938	1794224	1024.4	537.7	683
30.008	2.281	L	1794240	1796520	972.4	546.1	619
30.008	2.282	R	1794240	1796521	977.5	531.3	613
32.325	0.321	R	1796557	1796877	677.1	552.4	620
32.324	0.879	L	1796556	1797434	666.2	551.0	655
32.661	0.542	R	1796893	1797434	647.4	556.6	649
33.346	0.152	R	1797578	1797729	665.8	545.6	661
33.346	0.154	L	1797578	1797731	653.8	515.9	704
33.539	0.297	R	1797771	1798067	972.3	544.0	643
33.86	0.051	R	1798092	1798142	1037.6	531.2	624
33.54	0.374	L	1797772	1798145	947.3	511.7	691
33.932	0.19	R	1798164	1798353	1112.8	544.4	597
33.933	0.191	L	1798165	1798355	1072.1	519.9	647
34.141	0.169	L	1798373	1798541	1035.6	521.8	580
34.14	0.171	R	1798372	1798542	1050.5	554.4	554
34.328	1.263	L	1798560	1799822	981.9	543.0	561
34.33	1.266	R	1798562	1799827	973.4	543.3	549
35.762	3.137	R	1799994	1803130	962.8	534.1	531
35.773	4.909	L	1800005	1804913	960.4	555.7	580
38.915	1.768	R	1803147	1804914	981.0	545.5	696
40.716	0.795	L	1804948	1805742	1245.1	561.7	644
40.715	0.796	R	1804947	1805742	1272.6	561.4	641
41.657	0.918	L	1805889	1806806	1052.8	560.4	524
41.657	0.92	R	1805889	1806808	1057.7	548.6	525
42.601	2.323	R	1806833	1809155	970.2	550.2	555
42.597	2.329	L	1806829	1809157	971.2	570.1	578
44.963	0.819	L	1809195	1810013	1288.7	571.7	576
44.961	0.821	R	1809193	1810013	1296.6	542.0	548
45.925	0.275	R	1810157	1810431	1036.4	532.6	519
45.925	0.276	L	1810157	1810432	1037.1	566.1	510
46.221	0.264	L	1810453	1810716	937.6	562.9	547
46.5	0.167	L	1810732	1810898	890.2	567.5	566
46.224	0.444	R	1810456	1810899	908.7	549.5	561
46.878	0.154	L	1811110	1811263	900.9	552.4	594
46.874	0.159	R	1811106	1811264	916.9	538.3	576
47.049	1.694	R	1811281	1812974	969.1	541.8	634
47.05	2.166	L	1811282	1813447	953.8	559.5	655
48.757	0.459	R	1812989	1813447	971.3	537.8	649
49.263	0.208	R	1813495	1813702	360.2	564.3	675
49.26	0.213	L	1813492	1813704	374.1	591.6	651
49.581	0.214	L	1813813	1814026	1977.9	626.0	634
49.578	0.218	R	1813810	1814027	1999.6	586.5	566
49.825	0.278	L	1814057	1814334	1690.5	572.1	715
49.824	0.279	R	1814056	1814334	1725.8	555.5	649
50.244	0.176	L	1814476	1814651	1687.2	572.4	704
50.244	0.178	R	1814476	1814653	1724.5	570.5	643
50.474	0.531	R	1814706	1815236	1015.3	545.3	764
50.472	0.534	L	1814704	1815237	976.1	549.1	816
51.025	0.22	R	1815257	1815476	942.3	538.5	803
51.262	0.891	R	1815494	1816384	985.2	548.0	752
51.025	2.692	L	1815257	1817948	963.2	556.4	662
52.168	1.55	R	1816400	1817949	958.9	549.1	572
53.777	0.367	L	1818009	1818375	276.3	552.7	622
53.781	0.363	R	1818013	1818375	247.6	548.9	630
54.175	0.249	L	1818407	1818655	40.3	579.0	598
54.176	0.248	R	1818408	1818655	-17.7	575.7	590
54.553	0.046	R	1818785	1818830	-15.1	586.3	559
54.614	0.429	R	1818846	1819274	28.0	589.3	573
54.553	0.491	L	1818785	1819275	86.0	575.3	595
55.101	0.247	L	1819333	1819579	862.6	513.6	649
55.1	0.249	R	1819332	1819580	871.0	523.7	582
55.371	6.529	R	1819603	1826131	963.2	543.0	456
55.372	6.529	L	1819604	1826132	981.3	558.5	463
61.95	0.799	L	1826182	1826980	1588.3	570.1	547
61.948	0.801	R	1826180	1826980	1587.3	545.1	517
62.894	0.046	R	1827126	1827171	1551.9	543.3	515
62.894	0.047	L	1827126	1827172	1579.0	557.5	547
62.987	0.236	L	1827219	1827454	984.9	546.5	604
62.99	0.235	R	1827222	1827456	970.8	542.9	588
63.24	0.399	L	1827472	1827870	898.0	549.7	673
63.242	0.397	R	1827474	1827870	912.3	544.9	664
63.654	0.215	L	1827886	1828100	845.3	544.8	667
63.654	0.215	R	1827886	1828100	869.6	564.2	676
63.891	0.396	L	1828123	1828518	951.2	550.2	644
63.892	0.395	R	1828124	1828518	969.9	544.1	643
64.482	5.694	L	1828714	1834407	968.6	557.6	596
64.483	5.693	R	1828715	1834407	973.6	539.1	596
70.212	0.594	L	1834444	1835037	694.5	559.7	530
70.82	0.237	L	1835052	1835288	674.7	571.4	565
70.213	0.844	R	1834445	1835288	657.9	556.2	543
71.199	0.069	R	1835431	1835499	665.5	560.5	566
71.199	0.07	L	1835431	1835500	692.0	561.7	586
