onset	duration	eye	startTime	stopTime	xStart	yStart	xEnd	yEnd	ampDeg	vPeak
0.186	0.126	L	5537876	5538001	1287.7	474.9	1247.4	337.0	3.06	3270
0.183	0.134	R	5537873	5538006	1313.7	446.2	1319.5	279.5	3.55	2129
0.354	0.016	R	5538044	5538059	1305.8	315.2	1301.9	352.9	0.81	76
0.499	0.03	R	5538189	5538218	1286.6	377.1	972.5	529.3	7.44	490
0.498	0.036	L	5538188	5538223	1238.8	389.8	925.0	516.5	7.21	573
0.81	0.016	L	5538500	5538515	902.6	537.6	917.0	496.6	0.94	89
0.81	0.025	R	5538500	5538524	943.8	533.9	947.9	506.6	0.60	104
1.057	0.154	L	5538747	5538900	907.0	509.5	935.2	493.7	0.69	1568
1.06	0.158	R	5538750	5538907	938.1	493.8	972.5	471.7	0.88	2733
1.863	0.151	R	5539553	5539703	929.8	504.9	936.4	441.8	1.36	1861
1.865	0.159	L	5539555	5539713	946.2	477.8	925.7	521.0	1.02	1952
2.212	0.017	R	5539902	5539918	904.6	530.0	936.5	498.6	0.96	89
2.213	0.016	L	5539903	5539918	894.7	521.1	922.3	487.6	0.93	87
2.632	0.028	L	5540322	5540349	911.2	515.7	934.8	472.2	1.06	151
2.632	0.029	R	5540322	5540350	931.3	531.5	964.6	486.2	1.21	202
2.818	0.027	R	5540508	5540534	979.9	487.2	954.0	517.2	0.85	152
2.818	0.028	L	5540508	5540535	948.2	477.8	931.4	503.9	0.67	196
3.126	0.156	L	5540816	5540971	907.0	507.8	910.8	490.7	0.38	1632
3.131	0.162	R	5540821	5540982	936.6	513.4	917.8	529.2	0.53	1754
3.458	0.025	R	5541148	5541172	919.3	519.3	931.6	519.7	0.26	101
4.565	0.147	R	5542255	5542401	928.0	540.1	959.2	443.6	2.17	2423
4.56	0.189	L	5542250	5542438	933.0	520.8	950.3	493.1	0.70	1573
5.352	0.189	R	5543042	5543230	937.0	527.3	973.3	405.7	2.72	1813
5.348	0.218	L	5543038	5543255	927.5	509.3	938.5	460.1	1.08	1767
5.813	0.018	L	5543503	5543520	915.7	465.1	912.4	533.8	1.47	145
5.814	0.017	R	5543504	5543520	928.7	508.3	933.1	555.0	1.01	99
6.028	0.014	R	5543718	5543731	939.6	543.4	951.4	513.7	0.68	71
6.28	0.215	R	5543970	5544184	946.4	517.2	959.3	423.6	2.02	1754
6.286	0.234	L	5543976	5544209	949.9	476.4	945.8	486.5	0.23	2175
6.86	0.019	R	5544550	5544568	924.9	499.7	912.7	438.6	1.33	121
6.859	0.027	L	5544549	5544575	906.2	477.6	889.0	434.7	0.98	136
7.133	0.028	L	5544823	5544850	881.1	427.3	864.0	333.6	2.02	162
7.132	0.03	R	5544822	5544851	911.8	443.6	909.9	366.3	1.64	212
7.467	0.018	R	5545157	5545174	924.3	363.6	928.4	313.0	1.07	105
7.467	0.029	L	5545157	5545185	903.9	351.4	895.7	322.7	0.63	180
7.828	0.025	L	5545518	5545542	893.4	331.8	915.2	494.4	3.47	269
7.827	0.026	R	5545517	5545542	931.6	327.5	950.2	495.3	3.57	256
8.369	0.027	L	5546059	5546085	921.5	481.1	982.1	494.3	1.31	172
8.367	0.03	R	5546057	5546086	945.4	496.2	1012.5	505.6	1.43	209
8.7	0.02	R	5546390	5546409	1022.3	503.4	940.9	503.4	1.72	153
8.699	0.027	L	5546389	5546415	994.0	472.0	932.0	481.3	1.32	188
8.759	0.176	R	5546449	5546624	945.0	496.4	941.9	409.0	1.86	1988
8.769	0.182	L	5546459	5546640	934.0	431.4	928.7	530.5	2.10	1594
9.075	0.021	L	5546765	5546785	900.5	452.2	927.9	479.8	0.82	100
9.074	0.024	R	5546764	5546787	911.9	513.9	937.6	510.8	0.55	106
9.315	0.2	R	5547005	5547204	949.8	504.5	949.8	372.2	2.81	1935
9.312	0.219	L	5547002	5547220	938.7	479.5	911.4	448.4	0.88	1533
9.636	0.016	L	5547326	5547341	897.5	459.5	940.1	490.1	1.11	110
9.636	0.016	R	5547326	5547341	912.0	513.7	961.6	522.8	1.06	108
9.959	0.175	L	5547649	5547823	922.6	497.8	963.3	470.5	1.04	1790
9.966	0.178	R	5547656	5547833	950.5	527.3	971.7	461.8	1.46	2020
10.271	0.026	L	5547961	5547986	935.3	475.6	934.3	481.6	0.13	91
10.887	0.02	L	5548577	5548596	929.2	486.2	933.0	406.4	1.70	144
10.888	0.019	R	5548578	5548596	954.1	501.8	972.4	434.1	1.49	134
10.959	0.151	R	5548649	5548799	964.6	434.0	944.0	409.9	0.67	2249
10.973	0.162	L	5548663	5548824	949.2	366.1	908.9	441.0	1.78	1709
11.226	0.024	R	5548916	5548939	920.8	485.0	941.3	477.8	0.46	100
11.659	0.169	R	5549349	5549517	943.6	505.7	985.8	378.7	2.84	1952
11.657	0.179	L	5549347	5549525	919.8	485.5	950.3	433.2	1.28	1657
11.998	0.015	L	5549688	5549702	924.3	453.7	900.3	484.1	0.82	87
11.997	0.016	R	5549687	5549702	949.5	483.9	926.6	518.9	0.89	86
12.497	0.185	R	5550187	5550371	930.0	505.2	944.5	334.7	3.63	1871
12.491	0.207	L	5550181	5550387	900.5	495.7	906.8	446.6	1.05	1807
12.736	0.019	R	5550426	5550444	937.1	363.8	918.6	414.7	1.14	88
12.829	0.027	L	5550519	5550545	883.8	393.4	896.7	442.3	1.07	155
12.829	0.027	R	5550519	5550545	915.1	440.2	929.0	475.7	0.81	169
13.226	0.2	R	5550916	5551115	947.1	480.6	1003.9	225.2	5.48	1417
13.226	0.206	L	5550916	5551121	903.8	485.5	929.0	253.1	4.90	1572
13.637	0.035	R	5551327	5551361	958.6	330.5	949.7	482.6	3.21	319
13.638	0.036	L	5551328	5551363	921.7	318.3	922.3	451.6	2.81	369
14.227	0.182	R	5551917	5552098	933.9	505.9	1001.3	321.6	4.13	1881
14.221	0.205	L	5551911	5552115	910.7	480.8	953.2	421.9	1.53	1837
14.568	0.021	L	5552258	5552278	927.9	409.8	903.5	492.4	1.81	150
14.567	0.022	R	5552257	5552278	965.8	413.9	934.5	504.0	2.01	163
15.052	0.024	L	5552742	5552765	905.3	511.2	705.6	407.1	4.74	394
15.054	0.026	R	5552744	5552769	925.8	525.3	744.3	489.3	3.89	262
15.129	0.029	L	5552819	5552847	707.4	423.8	324.6	447.0	7.92	495
15.13	0.033	R	5552820	5552852	723.1	491.9	371.1	465.0	7.28	360
15.4	0.017	R	5553090	5553106	332.9	447.0	275.4	453.6	1.16	113
15.399	0.026	L	5553089	5553114	307.8	459.0	274.2	447.4	0.72	138
16.145	0.023	R	5553835	5553857	299.6	453.8	222.9	345.6	2.69	216
16.145	0.027	L	5553835	5553861	253.1	418.6	174.2	328.3	2.42	261
16.325	0.046	L	5554015	5554060	170.4	322.2	846.1	389.1	13.78	502
16.324	0.055	R	5554014	5554068	201.6	340.9	885.8	454.8	14.09	622
16.634	0.05	R	5554324	5554373	895.3	471.4	216.0	360.7	14.01	396
16.633	0.057	L	5554323	5554379	859.9	444.3	188.8	339.3	13.85	562
17.064	0.014	L	5554754	5554767	165.4	351.3	168.6	306.8	0.91	124
17.101	0.163	R	5554791	5554953	207.3	358.2	1001.7	400.7	16.14	2314
17.113	0.187	L	5554803	5554989	167.0	339.5	975.4	447.3	16.55	1620
17.37	0.015	L	5555060	5555074	947.9	358.1	904.3	383.9	1.06	108
17.343	0.044	R	5555033	5555076	1006.4	409.6	940.5	459.6	1.73	221
17.492	0.215	R	5555182	5555396	944.6	431.9	978.0	410.8	0.83	1895
17.52	0.204	L	5555210	5555413	918.2	351.7	943.7	415.3	1.42	1610
17.815	0.015	R	5555505	5555519	962.9	442.8	956.8	487.7	0.96	85
18.141	0.177	R	5555831	5556007	956.5	494.2	969.8	391.1	2.21	1757
18.138	0.187	L	5555828	5556014	927.8	479.9	913.2	459.6	0.53	1796
18.492	0.025	R	5556182	5556206	942.4	517.4	971.3	508.8	0.64	141
18.681	0.219	R	5556371	5556589	980.1	527.3	1004.9	431.3	2.12	2082
18.675	0.241	L	5556365	5556605	929.5	490.9	937.9	489.7	0.18	1300
18.967	0.016	R	5556657	5556672	978.6	477.1	963.1	515.5	0.88	72
19.246	0.024	R	5556936	5556959	936.8	561.2	893.3	448.3	2.56	183
19.247	0.053	L	5556937	5556989	928.4	502.6	869.5	432.5	1.93	262
19.503	0.04	L	5557193	5557232	877.1	386.3	307.6	470.3	11.84	560
19.504	0.042	R	5557194	5557235	872.4	439.0	337.7	491.7	11.06	422
19.708	0.014	R	5557398	5557411	308.7	497.3	325.9	413.0	1.78	198
