participant_id	condition	accuracy	reaction_time
sub-23710	incongruent	0.0	0.735
sub-23710	incongruent	1.0	0.533
sub-23710	congruent	1.0	0.628
sub-23710	congruent	1.0	0.408
sub-23710	incongruent	1.0	0.600
sub-23710	congruent	1.0	0.436
sub-23710	congruent	1.0	0.481
sub-23710	congruent	1.0	0.426
sub-23710	incongruent	0.0	0.527
sub-23710	congruent	1.0	0.395
sub-23710	congruent	1.0	0.473
sub-23710	congruent	1.0	0.349
sub-23710	incongruent	0.0	0.355
sub-23710	congruent	0.0	0.578
sub-23710	incongruent	1.0	0.675
sub-23710	incongruent	1.0	1.475
sub-23710	congruent	1.0	0.570
sub-23710	congruent	0.0	0.800
sub-23710	incongruent	1.0	0.550
sub-23710	incongruent	1.0	0.576
sub-23710	congruent	1.0	0.801
sub-23710	congruent	1.0	0.527
sub-23710	incongruent	1.0	0.652
sub-23710	congruent	1.0	0.483
sub-23710	incongruent	1.0	0.532
sub-23710	congruent	1.0	0.413
sub-23710	congruent	1.0	0.597
sub-23710	incongruent	0.0	1.034
sub-23710	incongruent	0.0	0.376
sub-23710	incongruent	0.0	0.557
sub-23710	congruent	1.0	0.445
sub-23710	incongruent	1.0	0.502
sub-23710	incongruent	1.0	0.475
sub-23710	incongruent	1.0	0.487
sub-23710	incongruent	1.0	0.516
sub-23710	incongruent	1.0	0.563
sub-23710	incongruent	1.0	0.616
sub-23710	incongruent	1.0	0.605
sub-23710	congruent	1.0	0.462
sub-23710	congruent	1.0	0.460
sub-23710	congruent	1.0	0.357
sub-23710	congruent	1.0	0.448
sub-23710	congruent	1.0	0.394
sub-23710	incongruent	0.0	0.741
sub-23710	incongruent	1.0	0.665
sub-23710	congruent	0.0	0.743
sub-23710	congruent	1.0	0.805
sub-23710	congruent	1.0	0.508
sub-23710	incongruent	1.0	0.533
sub-23710	incongruent	1.0	0.586
sub-23710	incongruent	1.0	0.639
sub-23710	congruent	1.0	0.387
sub-23710	congruent	1.0	0.472
sub-23710	congruent	1.0	0.597
sub-23710	incongruent	1.0	0.684
sub-23710	congruent	1.0	0.487
sub-23710	incongruent	0.0	0.872
sub-23710	congruent	1.0	0.797
sub-23710	incongruent	1.0	0.559
sub-23710	incongruent	1.0	0.603
sub-23710	incongruent	1.0	0.538
sub-23710	incongruent	0.0	0.620
sub-23710	congruent	1.0	0.400
sub-23710	congruent	1.0	0.347
sub-23710	congruent	0.0	0.281
sub-23710	incongruent	0.0	0.781
sub-23710	congruent	1.0	0.563
sub-23710	incongruent	0.0	0.351
sub-23710	congruent	1.0	0.484
sub-23710	incongruent	1.0	0.479
sub-23710	congruent	0.0	0.479
sub-23710	congruent	1.0	0.633
sub-23710	incongruent	0.0	0.396
sub-23710	congruent	1.0	0.388
sub-23710	congruent	1.0	0.335
sub-23710	incongruent	1.0	0.521
sub-23710	incongruent	0.0	0.442
sub-23710	congruent	1.0	0.474
sub-23710	congruent	1.0	0.443
sub-23710	incongruent	0.0	0.257
sub-23710	congruent	1.0	0.617
sub-23710	incongruent	1.0	1.458
sub-23710	congruent	1.0	0.417
sub-23710	congruent	0.0	0.581
sub-23710	incongruent	0.0	0.584
sub-23710	congruent	1.0	0.516
sub-23710	incongruent	1.0	1.273
sub-23710	incongruent	1.0	0.554
sub-23710	congruent	1.0	0.439
sub-23710	incongruent	1.0	0.845
sub-23710	congruent	1.0	0.494
sub-23710	congruent	1.0	0.487
sub-23710	incongruent	1.0	0.556
sub-23710	incongruent	0.0	0.396
sub-23710	incongruent	1.0	0.731
sub-23710	congruent	1.0	0.827
sub-23710	incongruent	1.0	0.609
sub-23710	incongruent	0.0	0.468
sub-23710	incongruent	1.0	0.737
sub-23710	congruent	1.0	0.562
sub-23710	incongruent	1.0	1.100
sub-23710	incongruent	1.0	1.081
sub-23710	incongruent	0.0	0.781
sub-23710	congruent	1.0	0.622
sub-23710	congruent	0.0	0.538
sub-23710	congruent	0.0	0.340
sub-23710	incongruent	0.0	0.306
sub-23710	congruent	1.0	0.087
sub-23710	incongruent	0.0	0.294
sub-23710	incongruent	0.0	0.273
sub-23710	congruent	1.0	0.214
sub-23710	congruent	1.0	0.411
sub-23710	congruent	1.0	0.347
sub-23710	incongruent	0.0	0.409
sub-23710	congruent	1.0	0.418
sub-23710	congruent	1.0	0.589
sub-23710	incongruent	0.0	0.414
sub-23710	incongruent	1.0	0.591
sub-23710	incongruent	1.0	0.314
sub-23710	congruent	1.0	0.256
sub-23710	incongruent	0.0	0.790
sub-23710	congruent	1.0	0.455
sub-23710	incongruent	1.0	0.564
sub-23710	congruent	1.0	0.330
sub-23710	incongruent	0.0	0.270
sub-23710	congruent	1.0	0.382
sub-23710	incongruent	1.0	0.574
sub-23710	incongruent	0.0	0.455
sub-23710	incongruent	0.0	0.876
sub-23710	congruent	1.0	0.477
sub-23710	incongruent	1.0	0.495
sub-23710	incongruent	1.0	1.099
sub-23710	congruent	1.0	0.510
sub-23710	incongruent	1.0	0.506
sub-23710	incongruent	0.0	0.437
sub-23710	congruent	1.0	0.503
sub-23710	incongruent	0.0	0.398
sub-23710	congruent	1.0	0.506
sub-23710	congruent	1.0	0.425
sub-23710	incongruent	1.0	0.443
sub-23710	incongruent	1.0	0.688
sub-23710	incongruent	1.0	0.415
sub-23710	incongruent	0.0	0.358
sub-23710	congruent	1.0	0.377
sub-23710	congruent	1.0	0.315
sub-23710	congruent	1.0	0.338
sub-23710	congruent	1.0	0.389
sub-23710	incongruent	1.0	0.501
sub-23710	incongruent	1.0	0.502
sub-23710	congruent	1.0	0.500
sub-23710	congruent	1.0	0.416
sub-23710	congruent	1.0	0.627
sub-23710	incongruent	1.0	0.878
sub-23710	congruent	1.0	0.608
sub-23710	incongruent	0.0	0.538
sub-23710	congruent	1.0	0.882
sub-23710	congruent	1.0	0.612
sub-23710	incongruent	0.0	0.406
sub-23710	incongruent	1.0	0.566
sub-23710	congruent	1.0	0.396
sub-23710	incongruent	1.0	0.395
sub-23710	congruent	1.0	0.411
sub-23710	congruent	1.0	0.370
sub-23710	congruent	1.0	0.479
sub-23710	incongruent	0.0	0.437
sub-23710	incongruent	1.0	0.670
sub-23710	incongruent	1.0	0.752
sub-23710	congruent	1.0	0.589
sub-23710	congruent	1.0	1.186
sub-23710	incongruent	0.0	0.508
sub-23710	congruent	0.0	0.421
sub-23710	congruent	0.0	0.529
sub-23710	congruent	0.0	0.382
sub-23710	congruent	0.0	0.764
sub-23710	incongruent	0.0	0.543
sub-23710	congruent	0.0	0.072
sub-23710	incongruent	0.0	0.268
sub-23710	incongruent	1.0	0.550
sub-23710	congruent	1.0	0.513
sub-23710	incongruent	0.0	0.205
sub-23710	incongruent	0.0	0.719
sub-23710	congruent	1.0	0.517
sub-23710	congruent	1.0	0.341
sub-23710	congruent	1.0	0.550
sub-23710	congruent	1.0	0.518
sub-23710	congruent	1.0	0.473
sub-23710	incongruent	1.0	0.493
sub-23710	incongruent	1.0	0.418
sub-23710	incongruent	1.0	0.516
sub-23710	incongruent	1.0	0.649
