onset	duration	eye	startTime	stopTime	xAvg	yAvg	pupilAvg
0.012	0.021	L	486979	486999	719.6	496.8	1059
0.012	0.023	R	486979	487001	728.0	506.9	1034
0.054	0.142	R	487021	487162	729.7	413.3	1014
0.053	0.144	L	487020	487163	730.1	408.3	1050
0.24	0.152	L	487207	487358	1318.8	447.6	1022
0.239	0.154	R	487206	487359	1313.4	452.3	968
0.421	0.165	L	487388	487552	983.2	528.1	1040
0.608	1.724	L	487575	489298	955.6	540.8	1008
0.422	1.922	R	487389	489310	973.6	534.1	960
2.454	0.41	R	489421	489830	966.2	516.3	877
2.48	0.385	L	489447	489831	962.1	542.3	952
2.898	0.689	L	489865	490553	1281.7	562.8	993
2.897	0.69	R	489864	490553	1286.7	548.0	922
3.731	0.227	L	490698	490924	1018.4	548.1	961
3.731	0.228	R	490698	490925	1016.7	541.4	896
3.981	0.181	R	490948	491128	945.1	546.7	954
3.98	0.183	L	490947	491129	934.9	551.0	1025
4.185	0.206	L	491152	491357	1051.9	551.5	1011
4.184	0.208	R	491151	491358	1043.2	545.6	949
4.428	0.267	R	491395	491661	1384.3	442.7	882
4.428	0.268	L	491395	491662	1414.7	449.7	956
4.731	0.109	L	491698	491806	1000.7	571.4	1025
4.732	0.108	R	491699	491806	992.2	576.8	976
4.856	0.541	R	491823	492363	961.1	538.0	966
4.858	0.54	L	491825	492364	967.5	535.6	1017
5.439	0.242	L	492406	492647	1509.9	460.6	911
5.438	0.244	R	492405	492648	1508.6	460.1	858
5.724	0.275	L	492691	492965	1748.0	125.2	855
5.723	0.28	R	492690	492969	1738.3	175.4	829
6.024	0.214	L	492991	493204	1722.6	-124.3	812
6.027	0.212	R	492994	493205	1745.8	-8.6	843
6.261	0.059	L	493228	493286	1777.3	-289.5	728
6.263	0.397	R	493230	493626	1856.6	-122.1	797
8.97	0.368	R	495937	496304	1165.7	151.6	778
9.368	0.152	R	496335	496486	1356.0	239.4	892
9.551	0.786	R	496518	497303	1058.3	268.9	865
10.209	0.133	L	497176	497308	1133.6	104.5	666
10.375	0.137	L	497342	497478	1371.7	83.0	698
10.366	0.146	R	497333	497478	1265.3	374.6	924
10.539	0.252	R	497506	497757	1002.0	434.4	931
10.539	0.255	L	497506	497760	1121.3	221.6	766
10.826	0.454	L	497793	498246	1289.8	140.1	810
10.818	0.466	R	497785	498250	1274.6	379.2	999
11.317	0.178	L	498284	498461	1342.8	-132.4	848
11.316	0.181	R	498283	498463	1247.7	163.3	1038
11.514	0.096	L	498481	498576	1353.3	-211.7	874
11.663	0.025	L	498630	498654	1293.4	-221.6	888
11.515	0.182	R	498482	498663	1312.3	100.0	1014
11.767	0.041	R	498734	498774	371.4	390.1	823
11.793	0.065	L	498760	498824	223.8	196.9	758
11.875	0.354	L	498842	499195	314.1	407.7	921
11.823	0.406	R	498790	499195	373.2	362.4	828
12.373	0.172	L	499340	499511	905.1	504.8	917
12.373	0.172	R	499340	499511	914.2	530.6	871
12.565	0.284	L	499532	499815	1005.3	518.3	953
12.564	0.287	R	499531	499817	1005.2	522.6	890
12.902	0.377	R	499869	500245	388.3	470.1	953
12.904	0.376	L	499871	500246	315.3	491.5	1015
13.321	0.184	L	500288	500471	907.2	509.1	1049
13.32	0.186	R	500287	500472	932.9	517.0	978
13.521	0.255	L	500488	500742	961.1	489.0	1050
13.52	0.276	R	500487	500762	970.6	516.1	974
13.952	0.609	R	500919	501527	971.6	523.8	948
