onset	duration	eye	startTime	stopTime
4.617	0.116	L	582501	582616
4.614	0.135	R	582498	582632
5.185	0.045	R	583069	583113
5.164	0.108	L	583048	583155
10.142	0.042	R	588026	588067
10.139	0.058	L	588023	588080
20.938	0.074	L	598822	598895
20.939	0.073	R	598823	598895
24.899	0.145	R	602783	602927
24.892	0.155	L	602776	602930
25.352	0.117	L	603236	603352
25.349	0.127	R	603233	603359
33.376	0.131	L	611260	611390
33.381	0.133	R	611265	611397
34.085	0.043	R	611969	612011
34.057	0.112	L	611941	612052
37.534	0.093	R	615418	615510
37.528	0.122	L	615412	615533
41.932	0.136	R	619816	619951
41.919	0.166	L	619803	619968
42.234	0.14	L	620118	620257
42.232	0.142	R	620116	620257
54.263	0.139	R	632147	632285
54.249	0.175	L	632133	632307
54.817	0.073	R	632701	632773
54.818	0.075	L	632702	632776
60.933	0.13	R	638817	638946
60.93	0.136	L	638814	638949
61.606	0.125	R	639490	639614
61.606	0.128	L	639490	639617
67.041	0.081	R	644925	645005
67.023	0.125	L	644907	645031
67.523	0.123	L	645407	645529
67.53	0.117	R	645414	645530
71.335	0.037	R	649219	649255
71.3	0.103	L	649184	649286
79.405	0.431	R	657289	657719
79.359	0.482	L	657243	657724
83.642	0.053	L	661526	661578
86.109	0.05	R	663993	664042
86.086	0.095	L	663970	664064
96.885	0.103	R	674769	674871
96.879	0.14	L	674763	674902
120.066	0.074	L	697950	698023
120.06	0.093	R	697944	698036
129.587	0.038	R	707471	707508
129.57	0.089	L	707454	707542
133.299	0.125	R	711183	711307
133.282	0.16	L	711166	711325
135.028	0.139	R	712912	713050
135.018	0.19	L	712902	713091
138.403	0.127	L	716287	716413
138.403	0.129	R	716287	716415
152.656	0.094	R	730540	730633
152.646	0.13	L	730530	730659
157.457	0.062	R	735341	735402
157.434	0.108	L	735318	735425
157.686	0.104	R	735570	735673
157.687	0.109	L	735571	735679
159.046	0.212	R	736930	737141
159.023	0.308	L	736907	737214
159.432	0.125	L	737316	737440
159.437	0.125	R	737321	737445
161.656	0.155	R	739540	739694
161.63	0.214	L	739514	739727
167.746	0.106	L	745630	745735
167.742	0.119	R	745626	745744
171.345	0.143	L	749229	749371
171.373	0.125	R	749257	749381
173.355	0.179	R	751239	751417
173.341	0.228	L	751225	751452
175.7	0.146	R	753584	753729
175.677	0.229	L	753561	753789
176.505	0.629	L	754389	755017
176.664	0.974	R	754548	755521
178.777	0.071	R	756661	756731
178.773	0.095	L	756657	756751
179.156	0.114	L	757040	757153
179.177	0.099	R	757061	757159
179.655	0.074	R	757539	757612
179.649	0.099	L	757533	757631
179.906	0.026	L	757790	757815
183.728	0.136	R	761612	761747
183.719	0.153	L	761603	761755
184.421	0.087	R	762305	762391
184.42	0.099	L	762304	762402
184.941	0.117	R	762825	762941
184.936	0.126	L	762820	762945
192.34	0.097	R	770224	770320
192.314	0.151	L	770198	770348
194.044	0.168	L	771928	772095
194.046	0.169	R	771930	772098
205.348	0.019	R	783232	783250
205.846	0.081	R	783730	783810
205.814	0.137	L	783698	783834
207.635	0.538	R	785519	786056
207.641	0.542	L	785525	786066
209.571	0.164	L	787455	787618
209.576	0.226	R	787460	787685
209.97	0.092	R	787854	787945
209.862	0.217	L	787746	787962
210.753	0.138	R	788637	788774
210.749	0.156	L	788633	788788
211.489	0.078	R	789373	789450
211.478	0.094	L	789362	789455
213.055	0.174	R	790939	791112
213.06	0.174	L	790944	791117
217.118	0.259	L	795002	795260
217.128	0.253	R	795012	795264
220.208	2.946	L	798092	801037
220.213	2.941	R	798097	801037
223.772	0.33	L	801656	801985
224.205	0.141	R	802089	802229
224.163	0.205	L	802047	802251
224.705	0.137	L	802589	802725
224.704	0.144	R	802588	802731
226.011	0.158	L	803895	804052
226.011	0.162	R	803895	804056
231.528	0.138	L	809412	809549
233.846	0.011	R	811730	811740
233.818	0.228	L	811702	811929
235.804	0.129	R	813688	813816
235.796	0.266	L	813680	813945
236.345	0.121	R	814229	814349
236.348	0.213	L	814232	814444
239.709	0.181	R	817593	817773
239.68	0.343	L	817564	817906
246.184	0.085	R	824068	824152
246.184	0.139	L	824068	824206
248.281	0.564	L	826165	826728
248.297	0.575	R	826181	826755
253.538	0.05	R	831422	831471
253.529	0.087	L	831413	831499
255.426	0.056	R	833310	833365
255.418	0.083	L	833302	833384
263.924	0.002	L	841808	841809
264.342	0.054	R	842226	842279
264.32	0.126	L	842204	842329
268.901	0.037	L	846785	846821
270.991	0.08	R	848875	848954
270.982	0.101	L	848866	848966
280.427	0.09	R	858311	858400
280.401	0.143	L	858285	858427
285.775	0.089	L	863659	863747
285.773	0.093	R	863657	863749
287.085	0.125	L	864969	865093
287.088	0.133	R	864972	865104
288.913	0.181	L	866797	866977
288.915	0.185	R	866799	866983
293.991	0.065	R	871875	871939
293.979	0.097	L	871863	871959
309.468	0.034	L	887352	887385
323.582	0.165	R	901466	901630
323.577	0.202	L	901461	901662
330.288	0.092	R	908172	908263
330.265	0.185	L	908149	908333
336.898	0.089	R	914782	914870
336.876	0.137	L	914760	914896
338.112	0.011	L	915996	916006
340.333	0.007	L	918217	918223
342.993	0.128	R	920877	921004
342.992	0.152	L	920876	921027
348.955	0.174	R	926839	927012
348.916	0.218	L	926800	927017
356.735	0.127	R	934619	934745
356.722	0.154	L	934606	934759
357.481	0.17	L	935365	935534
