participant_id	condition	accuracy	reaction_time
sub-24148	incongruent	1	0.501
sub-24148	congruent	1	0.366
sub-24148	congruent	1	0.313
sub-24148	incongruent	0	0.339
sub-24148	incongruent	1	0.571
sub-24148	incongruent	1	0.605
sub-24148	congruent	1	0.388
sub-24148	congruent	1	0.383
sub-24148	congruent	1	0.363
sub-24148	congruent	1	0.356
sub-24148	incongruent	0	0.345
sub-24148	incongruent	1	0.706
sub-24148	congruent	1	0.435
sub-24148	congruent	1	0.375
sub-24148	congruent	1	0.385
sub-24148	incongruent	1	0.519
sub-24148	congruent	1	0.439
sub-24148	congruent	1	0.397
sub-24148	congruent	1	0.405
sub-24148	incongruent	1	0.380
sub-24148	incongruent	1	0.381
sub-24148	congruent	1	0.398
sub-24148	incongruent	0	0.326
sub-24148	congruent	1	0.468
sub-24148	incongruent	1	0.530
sub-24148	congruent	1	0.375
sub-24148	congruent	1	0.388
sub-24148	congruent	1	0.370
sub-24148	congruent	1	0.388
sub-24148	congruent	1	0.393
sub-24148	incongruent	1	0.498
sub-24148	congruent	1	0.342
sub-24148	congruent	1	0.375
sub-24148	incongruent	1	0.449
sub-24148	congruent	1	0.378
sub-24148	congruent	1	0.348
sub-24148	congruent	1	0.376
sub-24148	incongruent	1	0.415
sub-24148	congruent	1	0.392
sub-24148	congruent	1	0.359
sub-24148	incongruent	1	0.542
sub-24148	incongruent	1	0.446
sub-24148	incongruent	1	0.484
sub-24148	incongruent	1	0.505
sub-24148	incongruent	1	0.538
sub-24148	incongruent	1	0.457
sub-24148	incongruent	1	0.541
sub-24148	incongruent	1	0.523
sub-24148	congruent	1	0.485
sub-24148	congruent	1	1.047
sub-24148	incongruent	0	0.411
sub-24148	congruent	1	0.411
sub-24148	incongruent	1	0.649
sub-24148	congruent	1	0.430
sub-24148	incongruent	1	0.518
sub-24148	incongruent	1	0.490
sub-24148	incongruent	1	0.454
sub-24148	incongruent	0	0.457
sub-24148	incongruent	1	0.458
sub-24148	incongruent	1	0.548
sub-24148	incongruent	1	0.454
sub-24148	congruent	1	0.372
sub-24148	congruent	1	0.319
sub-24148	incongruent	1	0.437
sub-24148	congruent	1	0.459
sub-24148	congruent	1	0.522
sub-24148	congruent	1	0.374
sub-24148	congruent	1	0.305
sub-24148	incongruent	0	0.399
sub-24148	incongruent	1	0.442
sub-24148	incongruent	1	0.534
sub-24148	congruent	1	0.409
sub-24148	congruent	1	0.509
sub-24148	incongruent	0	0.394
sub-24148	congruent	1	0.444
sub-24148	incongruent	1	0.389
sub-24148	incongruent	1	0.568
sub-24148	congruent	1	0.374
sub-24148	incongruent	1	0.468
sub-24148	incongruent	1	0.551
sub-24148	incongruent	1	0.539
sub-24148	congruent	1	0.351
sub-24148	congruent	1	0.381
sub-24148	incongruent	0	0.398
sub-24148	congruent	1	0.459
sub-24148	incongruent	1	0.710
sub-24148	congruent	1	0.416
sub-24148	congruent	1	0.323
sub-24148	congruent	1	0.362
sub-24148	incongruent	1	0.849
sub-24148	congruent	1	0.379
sub-24148	incongruent	1	0.442
sub-24148	incongruent	1	0.463
sub-24148	congruent	1	0.371
sub-24148	incongruent	1	0.716
sub-24148	incongruent	1	0.408
