onset	duration	startTime	stopTime	eventIdentifier	trial_type	trial_number	block_number	is_practice	fixation_color	cue_side	aoi_correct	aoi_incorrect
0.147	2.0	247141	249230	ShowFixation	ANTI	1	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
2.236	0.2	249230	249466	BlankScreen	ANTI	1	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
2.472	1.0	249466	250506	ELCue	ANTI	1	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
3.928	2.0	250922	253535	ShowFixation	ANTI	2	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
6.541	0.2	253535	253753	BlankScreen	ANTI	2	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
6.759	1.0	253753	254777	ELCue	ANTI	2	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
8.195	6.0	255189	261822	ShowFixation	ANTI	3	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
14.829	0.2	261823	262062	BlankScreen	ANTI	3	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
15.068	1.0	262062	263102	ELCue	ANTI	3	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
16.522	2.0	263516	266147	ShowFixation	VGS	4	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
19.153	0.2	266147	266382	BlankScreen	VGS	4	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
19.388	1.0	266382	267423	ELCue	VGS	4	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
20.846	2.0	267840	270469	ShowFixation	VGS	5	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
23.475	0.2	270469	270703	BlankScreen	VGS	5	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
23.709	1.0	270703	271744	ELCue	VGS	5	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
25.165	6.0	272159	278772	ShowFixation	VGS	6	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
31.778	0.2	278772	279013	BlankScreen	VGS	6	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
32.019	1.0	279013	280053	ELCue	VGS	6	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
33.48	2.0	280474	283097	ShowFixation	VGS	7	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
36.104	0.2	283098	283333	BlankScreen	VGS	7	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
36.339	1.0	283333	284373	ELCue	VGS	7	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
37.8	2.0	284794	287419	ShowFixation	VGS	8	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
40.425	0.2	287419	287654	BlankScreen	VGS	8	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
40.66	1.0	287654	288694	ELCue	VGS	8	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
42.119	6.0	289113	295723	ShowFixation	VGS	9	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
48.729	0.2	295723	295963	BlankScreen	VGS	9	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
48.969	1.0	295963	297004	ELCue	VGS	9	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
50.43	2.0	297424	300048	ShowFixation	ANTI	10	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
53.054	0.2	300048	300284	BlankScreen	ANTI	10	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
53.29	1.0	300284	301324	ELCue	ANTI	10	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
54.733	6.0	301727	308369	ShowFixation	ANTI	11	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
61.375	0.2	308369	308608	BlankScreen	ANTI	11	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
61.614	1.0	308608	309648	ELCue	ANTI	11	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
63.072	2.0	310066	312677	ShowFixation	ANTI	12	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
65.683	0.2	312677	312895	BlankScreen	ANTI	12	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
65.901	1.0	312895	313919	ELCue	ANTI	12	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
67.343	6.0	314337	320965	ShowFixation	VGS	13	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
73.971	0.2	320965	321204	BlankScreen	VGS	13	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
74.21	1.0	321204	322244	ELCue	VGS	13	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
75.654	6.0	322648	329290	ShowFixation	ANTI	14	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
82.296	0.2	329290	329529	BlankScreen	ANTI	14	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
82.535	1.0	329529	330569	ELCue	ANTI	14	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
83.997	6.0	330991	337598	ShowFixation	VGS	15	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
90.604	0.2	337598	337837	BlankScreen	VGS	15	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
90.843	1.0	337837	338878	ELCue	VGS	15	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
92.299	6.0	339293	345923	ShowFixation	ANTI	16	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
98.929	0.2	345923	346162	BlankScreen	ANTI	16	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
99.168	1.0	346162	347202	ELCue	ANTI	16	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
119.432	2.0	366426	368466	ShowFixation	ANTI	17	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
121.472	0.2	368466	368701	BlankScreen	ANTI	17	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
121.707	1.0	368701	369701	ELCue	ANTI	17	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
123.132	6.0	370126	376153	ShowFixation	ANTI	18	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
129.159	0.2	376153	376392	BlankScreen	ANTI	18	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
129.398	1.0	376392	377392	ELCue	ANTI	18	2	False	red	460	[405 885 405 675]	[1035 1515  405  675]
130.82	2.0	377814	379844	ShowFixation	VGS	19	2	False	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
