onset	duration	eye	startTime	stopTime
4.236	0.694	R	511932	512624
4.076	1.114	L	511772	512884
13.72	0.062	L	521416	521476
13.718	0.082	R	521414	521494
17.466	0.052	L	525162	525212
17.458	0.074	R	525154	525226
21.224	0.022	R	528920	528940
29.168	0.08	L	536864	536942
29.168	0.106	R	536864	536968
33.944	0.062	L	541640	541700
33.944	0.072	R	541640	541710
35.148	0.094	L	542844	542936
35.15	0.096	R	542846	542940
41.626	0.088	R	549322	549408
41.624	0.094	L	549320	549412
42.974	0.078	R	550670	550746
42.968	0.086	L	550664	550748
50.05	0.07	L	557746	557814
50.048	0.074	R	557744	557816
58.394	0.09	L	566090	566178
58.394	0.094	R	566090	566182
59.764	0.068	L	567460	567526
59.768	0.068	R	567464	567530
68.622	0.022	L	576318	576338
68.624	0.03	R	576320	576348
71.0	0.102	L	578696	578796
71.002	0.106	R	578698	578802
76.674	0.102	L	584370	584470
76.674	0.126	R	584370	584494
81.152	0.07	L	588848	588916
81.156	0.074	R	588852	588924
83.532	0.098	L	591228	591324
83.53	0.102	R	591226	591326
84.266	0.052	L	591962	592012
84.266	0.06	R	591962	592020
87.852	0.112	L	595548	595658
87.852	0.118	R	595548	595664
92.208	0.084	L	599904	599986
92.208	0.088	R	599904	599990
94.836	0.022	L	602532	602552
94.836	0.036	R	602532	602566
96.184	0.03	R	603880	603908
96.938	0.074	L	604634	604706
96.94	0.078	R	604636	604712
115.99	0.088	L	623686	623772
115.982	0.13	R	623678	623806
119.646	0.048	L	627342	627388
119.636	0.078	R	627332	627408
124.598	0.006	L	632294	632298
124.584	0.046	R	632280	632324
126.91	0.156	L	634606	634760
126.906	0.192	R	634602	634792
131.024	0.06	L	638720	638778
131.016	0.086	R	638712	638796
136.212	0.114	L	643908	644020
136.2	0.138	R	643896	644032
138.356	0.084	L	646052	646134
138.354	0.108	R	646050	646156
141.984	0.096	L	649680	649774
141.978	0.124	R	649674	649796
146.044	0.054	L	653740	653792
146.04	0.074	R	653736	653808
148.698	0.08	R	656394	656472
148.698	0.1	L	656394	656492
149.63	0.118	L	657326	657442
149.624	0.146	R	657320	657464
156.07	0.092	L	663766	663856
156.062	0.112	R	663758	663868
157.506	0.114	L	665202	665314
157.516	0.114	R	665212	665324
167.536	0.048	L	675232	675278
167.53	0.076	R	675226	675300
169.152	0.134	L	676848	676980
169.146	0.15	R	676842	676990
171.288	0.076	R	678984	679058
171.286	0.102	L	678982	679082
172.76	0.02	L	680456	680474
182.614	0.1	L	690310	690408
182.614	0.122	R	690310	690430
183.868	0.148	L	691564	691710
183.872	0.156	R	691568	691722
184.864	0.03	L	692560	692588
184.868	0.036	R	692564	692598
187.706	0.096	L	695402	695496
187.708	0.102	R	695404	695504
192.06	0.05	L	699756	699804
194.052	0.08	L	701748	701826
194.054	0.088	R	701750	701836
195.32	0.086	L	703016	703100
195.312	0.098	R	703008	703104
199.234	0.036	R	706930	706964
199.228	0.048	L	706924	706970
201.566	0.068	L	709262	709328
201.56	0.08	R	709256	709334
203.512	0.14	L	711208	711346
203.518	0.136	R	711214	711348
206.88	0.102	L	714576	714676
206.872	0.15	R	714568	714716
212.85	0.13	L	720546	720674
212.852	0.138	R	720548	720684
214.498	0.144	L	722194	722336
214.498	0.16	R	722194	722352
215.798	0.154	L	723494	723646
215.8	0.156	R	723496	723650
220.528	0.124	L	728224	728346
220.532	0.124	R	728228	728350
222.198	0.084	L	729894	729976
222.198	0.102	R	729894	729994
228.308	0.06	L	736004	736062
