participant_id	condition	accuracy	reaction_time
sub-24099	congruent	1	0.699
sub-24099	congruent	1	0.242
sub-24099	congruent	1	0.642
sub-24099	congruent	1	0.564
sub-24099	congruent	0	0.294
sub-24099	incongruent	0	0.038
sub-24099	congruent	1	0.569
sub-24099	incongruent	1	0.347
sub-24099	congruent	0	0.581
sub-24099	congruent	1	0.777
sub-24099	incongruent	1	0.802
sub-24099	incongruent	1	0.680
sub-24099	incongruent	0	0.459
sub-24099	incongruent	1	0.675
sub-24099	incongruent	1	0.639
sub-24099	congruent	1	0.575
sub-24099	incongruent	0	0.296
sub-24099	congruent	1	0.306
sub-24099	congruent	1	0.442
sub-24099	incongruent	1	0.311
sub-24099	congruent	1	0.079
sub-24099	incongruent	0	0.220
sub-24099	congruent	1	0.896
sub-24099	incongruent	1	0.613
sub-24099	incongruent	1	0.600
sub-24099	incongruent	1	0.933
sub-24099	incongruent	0	0.381
sub-24099	incongruent	1	0.436
sub-24099	incongruent	1	0.415
sub-24099	congruent	1	0.757
sub-24099	congruent	1	0.744
sub-24099	incongruent	1	0.641
sub-24099	congruent	1	0.536
sub-24099	incongruent	1	0.760
sub-24099	congruent	1	0.479
sub-24099	congruent	0	0.070
sub-24099	congruent	1	0.551
sub-24099	incongruent	1	0.288
sub-24099	congruent	1	0.205
sub-24099	congruent	1	0.443
sub-24099	incongruent	1	0.272
sub-24099	incongruent	1	0.105
sub-24099	incongruent	1	1.267
sub-24099	congruent	1	0.471
sub-24099	congruent	1	0.377
sub-24099	incongruent	0	0.278
sub-24099	congruent	1	0.764
sub-24099	incongruent	0	0.630
sub-24099	congruent	1	0.789
sub-24099	incongruent	1	0.998
sub-24099	congruent	1	0.493
sub-24099	congruent	1	1.142
sub-24099	incongruent	1	0.637
sub-24099	congruent	1	0.509
sub-24099	incongruent	1	0.298
sub-24099	congruent	1	0.743
sub-24099	incongruent	1	0.342
sub-24099	incongruent	1	1.042
sub-24099	incongruent	0	0.303
sub-24099	congruent	1	0.395
sub-24099	incongruent	1	0.383
sub-24099	incongruent	1	0.059
sub-24099	incongruent	0	0.085
sub-24099	incongruent	1	0.706
sub-24099	congruent	1	1.246
sub-24099	congruent	0	0.019
sub-24099	incongruent	0	0.113
sub-24099	incongruent	0	0.050
sub-24099	incongruent	0	0.195
sub-24099	incongruent	0	0.197
sub-24099	incongruent	0	0.076
sub-24099	incongruent	0	0.423
sub-24099	congruent	1	0.345
sub-24099	incongruent	0	0.193
sub-24099	incongruent	0	0.213
sub-24099	congruent	1	0.267
sub-24099	congruent	0	0.315
sub-24099	incongruent	1	0.545
sub-24099	incongruent	1	0.739
sub-24099	incongruent	1	0.586
sub-24099	congruent	0	0.337
sub-24099	congruent	1	0.693
sub-24099	congruent	1	0.107
sub-24099	incongruent	1	0.001
sub-24099	congruent	1	0.191
sub-24099	congruent	1	1.071
sub-24099	congruent	0	0.027
sub-24099	incongruent	1	1.402
sub-24099	congruent	0	0.372
sub-24099	incongruent	1	0.276
sub-24099	congruent	0	0.212
sub-24099	incongruent	1	0.625
sub-24099	congruent	1	0.239
sub-24099	congruent	1	0.698
sub-24099	incongruent	0	0.499
sub-24099	incongruent	1	0.357
sub-24099	incongruent	0	0.576
sub-24099	congruent	0	0.307
sub-24099	congruent	0	0.438
sub-24099	congruent	1	0.519
sub-24099	congruent	0	0.061
sub-24099	incongruent	0	0.458
sub-24099	incongruent	1	0.857
sub-24099	congruent	1	0.501
sub-24099	incongruent	1	0.553
sub-24099	congruent	1	0.649
sub-24099	congruent	1	0.710
sub-24099	congruent	1	0.620
sub-24099	congruent	1	0.724
sub-24099	congruent	0	0.567
sub-24099	incongruent	1	0.896
sub-24099	incongruent	0	0.640
sub-24099	congruent	1	0.690
sub-24099	congruent	1	0.322
sub-24099	incongruent	1	0.538
sub-24099	incongruent	0	0.000
sub-24099	congruent	0	0.000
sub-24099	congruent	1	0.531
sub-24099	congruent	0	0.235
sub-24099	incongruent	1	0.199
sub-24099	congruent	0	0.441
sub-24099	incongruent	0	0.172
sub-24099	congruent	1	0.754
sub-24099	congruent	1	0.423
sub-24099	congruent	1	0.276
sub-24099	congruent	1	0.701
sub-24099	incongruent	1	0.829
sub-24099	incongruent	0	0.086
sub-24099	incongruent	0	0.618
sub-24099	incongruent	1	0.322
sub-24099	incongruent	0	0.520
sub-24099	incongruent	1	0.740
sub-24099	incongruent	0	0.471
sub-24099	congruent	0	1.068
sub-24099	incongruent	1	0.636
sub-24099	congruent	0	0.000
sub-24099	congruent	1	1.264
sub-24099	incongruent	0	0.429
sub-24099	incongruent	1	1.037
sub-24099	incongruent	1	0.669
sub-24099	congruent	1	0.995
sub-24099	congruent	1	0.599
sub-24099	congruent	1	0.585
sub-24099	incongruent	1	0.447
sub-24099	incongruent	1	0.592
sub-24099	incongruent	0	0.154
sub-24099	congruent	1	0.008
sub-24099	congruent	0	0.657
sub-24099	congruent	0	0.000
sub-24099	incongruent	0	0.150
sub-24099	congruent	1	0.670
sub-24099	congruent	1	0.471
sub-24099	incongruent	0	0.000
sub-24099	incongruent	1	1.051
sub-24099	congruent	0	0.039
sub-24099	congruent	1	0.568
sub-24099	incongruent	1	0.090
sub-24099	congruent	1	0.017
sub-24099	congruent	1	0.207
sub-24099	incongruent	1	0.627
sub-24099	congruent	0	0.419
sub-24099	congruent	0	0.304
sub-24099	congruent	1	0.063
sub-24099	incongruent	0	0.394
sub-24099	incongruent	1	0.332
sub-24099	congruent	1	0.390
sub-24099	incongruent	0	0.459
sub-24099	incongruent	0	1.964
sub-24099	incongruent	1	0.868
sub-24099	incongruent	1	1.340
sub-24099	incongruent	0	0.641
sub-24099	incongruent	0	0.681
sub-24099	congruent	1	0.810
sub-24099	congruent	1	0.864
sub-24099	congruent	1	0.457
sub-24099	congruent	1	0.704
sub-24099	incongruent	1	0.638
sub-24099	congruent	0	0.577
sub-24099	incongruent	1	1.583
sub-24099	congruent	1	0.598
sub-24099	incongruent	1	1.725
sub-24099	incongruent	1	0.376
sub-24099	incongruent	0	0.252
sub-24099	congruent	0	0.870
sub-24099	incongruent	1	0.398
sub-24099	incongruent	0	0.325
sub-24099	congruent	0	0.460
sub-24099	incongruent	0	0.397
sub-24099	congruent	1	0.888
sub-24099	congruent	1	0.899
sub-24099	incongruent	1	1.013
sub-24099	congruent	1	1.614
sub-24099	incongruent	1	1.171
sub-24099	congruent	0	0.000
sub-24099	incongruent	0	0.361
sub-24099	congruent	1	1.116
sub-24099	incongruent	1	0.530
sub-24099	incongruent	0	0.825
sub-24099	congruent	1	0.597
sub-24099	incongruent	1	0.121
sub-24099	incongruent	0	0.907
sub-24099	congruent	1	0.225
sub-24099	congruent	1	0.005
sub-24099	congruent	1	0.025
sub-24099	congruent	1	0.572
sub-24099	congruent	1	0.115
sub-24099	congruent	0	0.078
sub-24099	congruent	1	0.969
sub-24099	incongruent	0	0.956
sub-24099	incongruent	0	0.175
sub-24099	incongruent	1	0.522
sub-24099	incongruent	1	0.153
sub-24099	congruent	0	0.714
sub-24099	incongruent	0	0.518
sub-24099	congruent	1	0.614
sub-24099	congruent	1	0.051
sub-24099	incongruent	0	0.478
sub-24099	congruent	1	0.106
sub-24099	incongruent	0	0.560
sub-24099	congruent	1	0.571
sub-24099	incongruent	1	0.555
sub-24099	incongruent	1	0.308
sub-24099	congruent	1	0.555
sub-24099	congruent	1	0.303
sub-24099	incongruent	1	0.232
sub-24099	congruent	0	0.146
sub-24099	incongruent	0	0.014
sub-24099	congruent	0	1.004
sub-24099	incongruent	1	0.133
sub-24099	congruent	0	0.000
sub-24099	congruent	0	0.000
sub-24099	congruent	0	0.000
sub-24099	incongruent	1	0.418
sub-24099	incongruent	1	0.334
sub-24099	incongruent	1	0.290
sub-24099	congruent	1	0.204
sub-24099	incongruent	1	0.856
sub-24099	incongruent	0	0.180
sub-24099	congruent	0	0.272
sub-24099	congruent	0	0.000
