participant_id	condition	accuracy	reaction_time
sub-24034	incongruent	0	0.642
sub-24034	congruent	1	0.664
sub-24034	incongruent	1	0.773
sub-24034	incongruent	1	0.541
sub-24034	congruent	1	0.382
sub-24034	congruent	1	0.569
sub-24034	congruent	1	0.529
sub-24034	incongruent	1	0.573
sub-24034	incongruent	1	0.602
sub-24034	incongruent	1	0.636
sub-24034	congruent	1	0.488
sub-24034	congruent	1	0.469
sub-24034	incongruent	1	0.534
sub-24034	incongruent	1	0.537
sub-24034	congruent	1	0.405
sub-24034	congruent	1	0.356
sub-24034	incongruent	1	0.584
sub-24034	incongruent	1	0.543
sub-24034	congruent	1	0.435
sub-24034	congruent	1	0.500
sub-24034	incongruent	1	0.508
sub-24034	congruent	1	0.375
sub-24034	congruent	1	0.396
sub-24034	congruent	1	0.426
sub-24034	congruent	1	0.543
sub-24034	incongruent	1	0.524
sub-24034	incongruent	1	0.579
sub-24034	congruent	1	0.482
sub-24034	incongruent	1	0.534
sub-24034	congruent	1	0.426
sub-24034	congruent	1	0.365
sub-24034	congruent	1	0.353
sub-24034	incongruent	1	0.570
sub-24034	incongruent	1	0.520
sub-24034	congruent	1	0.507
sub-24034	incongruent	1	0.503
sub-24034	congruent	1	0.429
sub-24034	congruent	1	0.384
sub-24034	congruent	1	0.397
sub-24034	incongruent	1	0.418
sub-24034	congruent	1	0.404
sub-24034	incongruent	1	0.526
sub-24034	incongruent	1	0.513
sub-24034	incongruent	0	0.375
sub-24034	incongruent	1	0.567
sub-24034	congruent	1	0.479
sub-24034	incongruent	1	0.696
sub-24034	congruent	1	0.610
sub-24034	incongruent	1	0.552
sub-24034	congruent	1	0.510
sub-24034	congruent	1	0.604
sub-24034	incongruent	1	0.519
sub-24034	incongruent	1	0.563
sub-24034	incongruent	1	0.521
sub-24034	congruent	1	0.527
sub-24034	incongruent	1	0.590
sub-24034	incongruent	1	0.599
sub-24034	incongruent	1	0.618
sub-24034	congruent	1	0.573
sub-24034	congruent	1	0.401
sub-24034	incongruent	0	0.473
sub-24034	congruent	1	0.362
sub-24034	congruent	1	0.483
sub-24034	congruent	0	0.363
sub-24034	congruent	1	0.379
sub-24034	incongruent	0	0.214
sub-24034	incongruent	1	0.437
sub-24034	incongruent	1	0.515
sub-24034	incongruent	1	0.428
sub-24034	congruent	0	0.320
sub-24034	congruent	1	0.515
sub-24034	incongruent	1	0.420
sub-24034	incongruent	0	0.412
sub-24034	incongruent	1	0.470
sub-24034	congruent	0	0.368
sub-24034	congruent	1	0.540
sub-24034	incongruent	1	0.533
sub-24034	congruent	1	0.380
sub-24034	incongruent	0	0.420
sub-24034	incongruent	1	0.446
sub-24034	incongruent	1	0.427
sub-24034	congruent	1	0.461
sub-24034	incongruent	0	0.480
sub-24034	congruent	1	0.425
sub-24034	incongruent	1	0.389
sub-24034	congruent	1	0.301
sub-24034	congruent	0	0.277
sub-24034	incongruent	1	0.403
sub-24034	congruent	1	0.464
