onset	duration	eye	startTime	stopTime	xStart	yStart	xEnd	yEnd	ampDeg	vPeak
0.052	0.032	L	3832316	3832346	1011.5	386.0	851.5	535.3	4.33	218
0.052	0.032	R	3832316	3832346	1052.5	405.2	896.0	553.0	4.26	200
0.362	0.026	L	3832626	3832650	878.9	535.4	961.6	447.1	2.43	151
0.362	0.026	R	3832626	3832650	904.0	557.4	994.1	464.0	2.61	163
0.582	0.016	L	3832846	3832860	954.9	454.8	916.3	453.4	0.77	69
2.586	0.032	L	3834850	3834880	936.2	412.2	663.5	352.6	5.62	296
2.588	0.032	R	3834852	3834882	984.4	470.0	724.7	401.8	5.41	262
3.03	0.026	L	3835294	3835318	679.5	382.2	662.4	282.7	2.05	126
3.03	0.026	R	3835294	3835318	722.4	415.6	706.9	313.2	2.10	123
3.34	0.026	R	3835604	3835628	722.4	326.2	759.7	233.2	2.02	124
3.342	0.024	L	3835606	3835628	682.6	285.9	702.6	193.4	1.91	120
3.884	0.02	R	3836148	3836166	1116.8	471.2	1062.3	467.3	1.10	81
3.882	0.024	L	3836146	3836168	1034.0	335.0	943.2	359.6	1.89	124
4.17	0.296	L	3836434	3836728	954.6	367.2	920.2	293.0	1.68	1179
4.174	0.302	R	3836438	3836738	1045.0	471.8	954.0	384.7	2.58	1583
4.55	0.032	R	3836814	3836844	977.5	355.5	1099.4	197.2	4.10	185
4.682	0.016	R	3836946	3836960	1183.3	197.4	1209.7	252.6	1.26	97
4.676	0.024	L	3836940	3836962	940.1	340.2	969.8	415.8	1.67	100
5.138	0.026	R	3837402	3837426	1027.6	334.2	1126.3	233.8	2.92	187
5.404	0.038	R	3837668	3837704	1098.8	234.4	1118.1	219.1	0.51	242
5.526	0.022	R	3837790	3837810	1133.2	238.3	1065.3	324.4	2.28	184
5.598	0.042	R	3837862	3837902	1099.8	290.0	1100.0	286.5	0.07	22
5.756	0.018	L	3838020	3838036	952.8	405.4	907.9	394.4	0.96	71
5.796	0.024	R	3838060	3838082	1033.7	301.4	1105.6	215.5	2.33	125
6.156	0.026	R	3838420	3838444	1141.5	227.7	1038.1	365.8	3.57	249
6.468	0.022	R	3838732	3838752	1031.9	339.8	1103.5	244.2	2.46	173
6.53	0.236	R	3838794	3839028	1047.8	289.9	1047.0	289.5	0.02	17
6.83	0.048	R	3839094	3839140	1088.2	252.4	1020.2	354.7	2.55	210
8.864	0.024	L	3841128	3841150	949.4	446.7	885.3	410.1	1.54	96
8.866	0.024	R	3841130	3841152	972.0	527.8	911.9	494.9	1.43	83
9.074	0.026	L	3841338	3841362	905.4	401.0	986.1	420.5	1.73	102
9.076	0.024	R	3841340	3841362	932.7	483.1	1014.3	506.0	1.76	111
9.586	0.02	R	3841850	3841868	996.0	520.8	945.1	517.1	1.06	77
9.586	0.022	L	3841850	3841870	971.3	439.4	915.9	434.8	1.16	85
9.83	0.018	R	3842094	3842110	961.2	513.8	999.2	530.3	0.86	68
10.916	0.028	L	3843180	3843206	951.6	483.6	776.3	384.0	4.23	244
10.916	0.032	R	3843180	3843210	986.9	535.5	825.8	412.0	4.26	201
12.194	0.046	L	3844458	3844502	965.2	608.6	1102.6	794.0	5.12	142
12.096	0.224	R	3844360	3844582	1728.1	1650.4	1732.3	1640.8	0.21	75
12.282	0.04	L	3844546	3844584	1097.8	788.0	970.7	618.0	4.50	152
12.38	0.072	R	3844644	3844714	1829.0	1608.5	979.3	513.5	29.22	1689
12.504	0.02	L	3844768	3844786	972.2	594.1	915.8	583.1	1.26	90
12.504	0.02	R	3844768	3844786	972.8	522.1	920.7	525.9	1.14	80
13.002	0.022	L	3845266	3845286	921.7	521.4	976.0	514.4	1.18	84
13.004	0.02	R	3845268	3845286	944.8	535.3	997.1	531.8	1.13	81
14.698	0.2	L	3846962	3847160	970.4	481.7	955.7	491.2	0.37	1289
14.69	0.212	R	3846954	3847164	1009.1	577.1	978.0	601.8	0.85	1428
15.114	0.016	R	3847378	3847392	979.6	572.7	978.9	543.4	0.63	52
17.726	0.072	R	3849990	3850060	986.7	517.9	1653.2	261.4	14.58	300
17.728	0.072	L	3849992	3850062	968.4	482.6	1583.8	242.2	13.49	277
18.12	0.056	L	3850384	3850438	1620.7	242.1	967.4	417.7	13.76	386
18.12	0.056	R	3850384	3850438	1633.0	256.2	996.6	458.1	13.59	349
18.836	0.022	L	3851100	3851120	986.5	429.3	1042.9	424.6	1.19	74
18.836	0.022	R	3851100	3851120	1004.3	466.1	1066.4	468.8	1.31	82
