onset	duration	startTime	stopTime	eventIdentifier	trial_type	trial_number	block_number	is_practice	fixation_color	cue_side	aoi_correct	aoi_incorrect
0.15	2.0	2910342	2912374	ShowFixation	ANTI	1	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
2.182	0.2	2912374	2912610	BlankScreen	ANTI	1	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
2.418	1.0	2912610	2913650	ELCue	ANTI	1	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
3.872	2.0	2914064	2916695	ShowFixation	VGS	2	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
6.503	0.2	2916695	2916930	BlankScreen	VGS	2	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
6.738	1.0	2916930	2917971	ELCue	VGS	2	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
8.198	6.0	2918390	2925016	ShowFixation	ANTI	3	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
14.824	0.2	2925016	2925256	BlankScreen	ANTI	3	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
15.064	1.0	2925256	2926296	ELCue	ANTI	3	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
16.523	2.0	2926715	2929341	ShowFixation	VGS	4	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
19.15	0.2	2929342	2929577	BlankScreen	VGS	4	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
19.385	1.0	2929577	2930617	ELCue	VGS	4	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
20.842	6.0	2931034	2937663	ShowFixation	ANTI	5	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
27.471	0.2	2937663	2937902	BlankScreen	ANTI	5	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
27.71	1.0	2937902	2938942	ELCue	ANTI	5	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
29.168	2.0	2939360	2941988	ShowFixation	VGS	6	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
31.796	0.2	2941988	2942223	BlankScreen	VGS	6	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
32.031	1.0	2942223	2943263	ELCue	VGS	6	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
33.486	6.0	2943678	2950309	ShowFixation	VGS	7	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
40.117	0.2	2950309	2950548	BlankScreen	VGS	7	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
40.356	1.0	2950548	2951588	ELCue	VGS	7	1	True	lime	460	[1035 1515  405  675]	[405 885 405 675]
41.81	6.0	2952002	2958634	ShowFixation	ANTI	8	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
48.442	0.2	2958634	2958873	BlankScreen	ANTI	8	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
48.681	1.0	2958873	2959913	ELCue	ANTI	8	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
50.137	6.0	2960329	2966958	ShowFixation	ANTI	9	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
56.766	0.2	2966958	2967198	BlankScreen	ANTI	9	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
57.006	1.0	2967198	2968238	ELCue	ANTI	9	1	True	red	460	[405 885 405 675]	[1035 1515  405  675]
58.463	6.0	2968655	2975283	ShowFixation	VGS	10	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
65.091	0.2	2975283	2975523	BlankScreen	VGS	10	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
65.331	1.0	2975523	2976563	ELCue	VGS	10	1	True	lime	180	[405 885 405 675]	[1035 1515  405  675]
66.784	2.0	2976976	2979591	ShowFixation	VGS	11	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
69.399	0.2	2979591	2979810	BlankScreen	VGS	11	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
69.618	1.0	2979810	2980833	ELCue	VGS	11	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
71.058	2.0	2981250	2983879	ShowFixation	ANTI	12	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
73.687	0.2	2983879	2984114	BlankScreen	ANTI	12	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
73.922	1.0	2984114	2985155	ELCue	ANTI	12	1	True	red	600	[ 90 570 405 675]	[1350 1830  405  675]
75.375	2.0	2985567	2988200	ShowFixation	ANTI	13	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
78.008	0.2	2988200	2988435	BlankScreen	ANTI	13	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
78.243	1.0	2988435	2989476	ELCue	ANTI	13	1	True	red	40	[1350 1830  405  675]	[ 90 570 405 675]
79.698	2.0	2989890	2992521	ShowFixation	ANTI	14	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
82.329	0.2	2992521	2992756	BlankScreen	ANTI	14	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
82.564	1.0	2992756	2993797	ELCue	ANTI	14	1	True	red	180	[1035 1515  405  675]	[405 885 405 675]
84.02	6.0	2994212	3000842	ShowFixation	VGS	15	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
90.65	0.2	3000842	3001081	BlankScreen	VGS	15	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
90.889	1.0	3001081	3002122	ELCue	VGS	15	1	True	lime	600	[1350 1830  405  675]	[ 90 570 405 675]
92.345	6.0	3002537	3009167	ShowFixation	VGS	16	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
98.975	0.2	3009167	3009406	BlankScreen	VGS	16	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
99.214	1.0	3009406	3010446	ELCue	VGS	16	1	True	lime	40	[ 90 570 405 675]	[1350 1830  405  675]
120.996	6.0	3031188	3037228	ShowFixation	ANTI	17	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
127.036	0.2	3037228	3037467	BlankScreen	ANTI	17	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
127.275	1.0	3037467	3038467	ELCue	ANTI	17	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
128.695	2.0	3038887	3040919	ShowFixation	VGS	18	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
130.727	0.2	3040919	3041154	BlankScreen	VGS	18	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
130.963	1.0	3041155	3042155	ELCue	VGS	18	2	False	lime	180	[405 885 405 675]	[1035 1515  405  675]
132.383	6.0	3042575	3048607	ShowFixation	ANTI	19	2	False	red	600	[ 90 570 405 675]	[1350 1830  405  675]
