onset	duration	eye	startTime	stopTime	xAvg	yAvg	pupilAvg
0.038	0.024	L	1061916	1061939	-39.4	-31.9	2171
0.087	0.14	L	1061965	1062104	1146.0	361.8	1023
0.032	0.196	R	1061910	1062105	1193.9	372.1	918
0.246	0.099	L	1062124	1062222	1196.6	411.6	1019
0.246	0.099	R	1062124	1062222	1243.0	405.7	908
0.374	0.131	L	1062252	1062382	878.2	521.5	1077
0.377	0.128	R	1062255	1062382	904.8	508.4	957
0.524	1.028	L	1062402	1063429	936.0	515.2	946
0.523	1.055	R	1062401	1063455	959.7	527.5	797
1.768	0.122	R	1063646	1063767	975.7	398.0	739
1.814	0.081	L	1063692	1063772	940.8	370.5	874
1.914	0.129	L	1063792	1063920	922.1	318.6	818
1.911	0.14	R	1063789	1063928	963.6	309.5	679
2.26	0.072	R	1064138	1064209	1000.4	443.3	714
2.315	0.021	L	1064193	1064213	955.9	435.7	831
2.35	0.35	L	1064228	1064577	925.6	508.4	843
2.354	0.35	R	1064232	1064581	973.7	534.4	678
2.74	0.142	R	1064618	1064759	892.0	977.0	804
2.947	0.148	L	1064825	1064972	965.7	477.9	926
2.922	0.173	R	1064800	1064972	1014.9	484.5	787
3.109	0.236	L	1064987	1065222	928.3	508.8	915
3.11	0.25	R	1064988	1065237	981.5	521.9	748
3.651	0.121	L	1065529	1065649	-143.2	140.1	2208
3.881	0.06	L	1065759	1065818	915.0	505.6	1012
3.634	0.318	R	1065512	1065829	981.8	513.2	844
3.995	0.146	L	1065873	1066018	1007.1	341.5	947
3.978	0.163	R	1065856	1066018	1065.8	363.6	799
4.161	0.216	R	1066039	1066254	991.3	298.0	769
4.161	0.217	L	1066039	1066255	940.0	313.3	893
4.429	0.179	L	1066307	1066485	307.3	685.7	972
4.429	0.182	R	1066307	1066488	337.8	706.7	836
4.667	0.22	R	1066545	1066764	1015.4	1647.4	875
4.721	0.167	L	1066599	1066765	-843.0	831.7	2322
4.928	0.206	L	1066806	1067011	-734.6	1169.9	2394
5.157	0.02	L	1067035	1067054	-716.3	1150.8	2350
5.187	0.151	R	1067065	1067215	1552.4	968.6	2249
5.199	0.176	L	1067077	1067252	-745.6	1102.5	2290
5.393	0.084	L	1067271	1067354	-786.9	896.6	2325
5.357	0.132	R	1067235	1067366	1422.5	933.9	2261
5.723	0.119	L	1067601	1067719	-132.2	125.2	2167
5.877	1.012	L	1067755	1068766	955.9	501.7	895
5.721	1.168	R	1067599	1068766	958.5	519.9	734
6.937	0.648	L	1068815	1069462	1579.0	517.9	780
6.936	0.649	R	1068814	1069462	1561.9	572.2	700
7.71	0.04	L	1069588	1069627	1557.4	528.4	766
7.71	0.041	R	1069588	1069628	1545.6	529.0	691
7.809	0.176	L	1069687	1069862	887.8	518.5	860
7.798	0.189	R	1069676	1069864	908.6	553.6	756
8.009	0.3	L	1069887	1070186	1001.2	494.8	928
8.009	0.318	R	1069887	1070204	1032.0	523.3	810
8.573	0.032	L	1070451	1070482	-143.2	142.9	2164
8.56	0.193	R	1070438	1070630	1017.6	452.3	843
8.634	0.12	L	1070512	1070631	957.0	493.2	955
8.772	0.625	R	1070650	1071274	978.7	511.1	810
8.77	0.942	L	1070648	1071589	919.7	515.7	895
9.412	0.32	R	1071290	1071609	959.4	511.5	714
10.004	0.062	L	1071882	1071943	-141.4	142.8	2129
10.091	0.384	L	1071969	1072352	919.1	488.5	960
9.994	0.506	R	1071872	1072377	970.3	510.6	827
10.79	0.139	L	1072668	1072806	-155.2	149.7	2201
10.956	0.025	L	1072834	1072858	-137.4	135.5	2199
11.053	0.022	L	1072931	1072952	-151.1	138.9	2222
11.165	0.1	L	1073043	1073142	-154.6	138.8	2281
10.794	0.622	R	1072672	1073293	976.3	494.6	951
11.44	0.034	L	1073318	1073351	-227.5	226.5	2399
11.58	0.172	L	1073458	1073629	606.7	525.3	1042
11.815	0.091	L	1073693	1073783	-629.9	588.6	4391
11.449	0.457	R	1073327	1073783	657.0	516.2	910
12.067	0.029	L	1073945	1073973	-148.6	194.6	2267
12.049	0.268	R	1073927	1074194	657.4	538.6	846
12.397	0.357	L	1074275	1074631	785.7	495.3	1088
12.344	0.41	R	1074222	1074631	845.4	485.0	917
12.775	0.158	L	1074653	1074810	875.1	480.0	1168
12.776	0.158	R	1074654	1074811	943.4	483.2	1027
12.955	0.142	L	1074833	1074974	966.1	523.3	1110
12.954	0.143	R	1074832	1074974	1021.1	491.5	988
13.114	0.937	L	1074992	1075928	929.0	554.3	1007
13.113	0.953	R	1074991	1075943	977.5	536.6	903
14.279	0.115	R	1076157	1076271	983.1	523.8	794
14.32	0.076	L	1076198	1076273	950.3	519.7	907
