participant_id	condition	accuracy	reaction_time
sub-24427	congruent	1	0.645
sub-24427	congruent	1	0.356
sub-24427	incongruent	0	0.387
sub-24427	incongruent	0	0.410
sub-24427	congruent	1	0.530
sub-24427	incongruent	0	0.448
sub-24427	congruent	0	0.397
sub-24427	incongruent	1	0.377
sub-24427	incongruent	1	0.653
sub-24427	incongruent	1	0.670
sub-24427	incongruent	1	0.471
sub-24427	incongruent	1	0.520
sub-24427	congruent	1	0.419
sub-24427	incongruent	1	0.454
sub-24427	incongruent	1	0.461
sub-24427	congruent	1	0.718
sub-24427	incongruent	1	0.470
sub-24427	congruent	1	0.372
sub-24427	incongruent	1	0.507
sub-24427	incongruent	1	0.389
sub-24427	incongruent	1	0.514
sub-24427	congruent	1	0.316
sub-24427	congruent	0	0.446
sub-24427	incongruent	0	0.390
sub-24427	incongruent	1	0.317
sub-24427	incongruent	1	0.449
sub-24427	incongruent	1	0.453
sub-24427	incongruent	1	0.590
sub-24427	congruent	1	0.335
sub-24427	congruent	1	0.467
sub-24427	congruent	1	0.641
sub-24427	congruent	1	0.625
sub-24427	incongruent	1	0.771
sub-24427	congruent	1	0.332
sub-24427	incongruent	0	0.327
sub-24427	congruent	1	0.412
sub-24427	congruent	1	0.412
sub-24427	incongruent	1	0.504
sub-24427	incongruent	1	0.575
sub-24427	incongruent	1	0.502
sub-24427	congruent	1	0.496
sub-24427	congruent	1	0.275
sub-24427	incongruent	0	0.356
sub-24427	incongruent	1	0.600
sub-24427	congruent	1	0.555
sub-24427	congruent	1	0.730
sub-24427	congruent	1	0.388
sub-24427	congruent	1	0.416
sub-24427	incongruent	1	0.666
sub-24427	incongruent	1	0.449
sub-24427	congruent	1	0.483
sub-24427	congruent	1	0.364
sub-24427	congruent	1	0.487
sub-24427	congruent	1	0.356
sub-24427	congruent	1	0.305
sub-24427	congruent	1	0.427
sub-24427	incongruent	1	0.417
sub-24427	incongruent	1	0.471
sub-24427	congruent	1	0.399
sub-24427	congruent	1	0.432
sub-24427	incongruent	1	0.925
sub-24427	incongruent	0	0.257
sub-24427	incongruent	1	0.365
sub-24427	congruent	1	0.341
sub-24427	congruent	1	0.260
sub-24427	incongruent	1	0.223
sub-24427	congruent	1	0.329
sub-24427	incongruent	0	0.310
sub-24427	incongruent	1	0.690
sub-24427	incongruent	1	0.438
sub-24427	congruent	1	0.328
sub-24427	congruent	1	0.241
sub-24427	congruent	0	0.259
sub-24427	congruent	1	0.384
sub-24427	congruent	1	0.277
sub-24427	incongruent	1	0.568
sub-24427	incongruent	1	0.231
sub-24427	congruent	1	0.444
sub-24427	congruent	1	0.330
sub-24427	incongruent	0	0.334
sub-24427	incongruent	0	0.360
sub-24427	incongruent	0	0.236
sub-24427	incongruent	1	0.223
sub-24427	congruent	1	0.328
sub-24427	incongruent	1	0.499
sub-24427	congruent	1	0.257
sub-24427	incongruent	0	0.258
sub-24427	incongruent	1	0.275
sub-24427	incongruent	1	0.373
sub-24427	incongruent	1	0.372
sub-24427	congruent	1	0.713
sub-24427	incongruent	1	0.476
sub-24427	congruent	1	0.386
sub-24427	congruent	1	0.510
sub-24427	congruent	1	0.342
sub-24427	congruent	1	0.295
sub-24427	congruent	1	0.289
sub-24427	incongruent	1	0.497
sub-24427	congruent	1	0.388
sub-24427	incongruent	0	0.273
sub-24427	congruent	0	0.180
sub-24427	congruent	1	0.352
sub-24427	congruent	1	0.353
sub-24427	incongruent	1	0.579
sub-24427	congruent	1	0.348
sub-24427	incongruent	1	0.810
sub-24427	incongruent	1	0.500
sub-24427	incongruent	1	0.349
sub-24427	congruent	1	0.393
sub-24427	congruent	1	0.390
sub-24427	incongruent	0	0.357
sub-24427	incongruent	1	0.450
sub-24427	incongruent	1	0.390
sub-24427	congruent	1	0.338
sub-24427	congruent	1	0.383
sub-24427	incongruent	1	0.533
sub-24427	congruent	1	0.392
sub-24427	congruent	0	0.262
sub-24427	congruent	1	0.364
sub-24427	incongruent	0	0.306
sub-24427	congruent	1	0.649
sub-24427	incongruent	0	0.306
sub-24427	incongruent	0	0.302
sub-24427	congruent	1	0.514
sub-24427	incongruent	0	0.321
sub-24427	congruent	1	0.434
sub-24427	incongruent	0	0.301
sub-24427	congruent	1	0.480
sub-24427	congruent	1	0.368
sub-24427	congruent	1	0.379
sub-24427	incongruent	0	0.322
sub-24427	incongruent	0	0.306
sub-24427	congruent	1	0.348
sub-24427	congruent	1	0.377
sub-24427	congruent	1	0.479
sub-24427	incongruent	0	0.424
sub-24427	congruent	1	0.347
sub-24427	incongruent	0	0.319
sub-24427	congruent	1	0.392
sub-24427	incongruent	1	0.494
sub-24427	congruent	1	0.334
sub-24427	congruent	1	0.326
sub-24427	congruent	1	0.328
sub-24427	congruent	1	0.241
sub-24427	incongruent	0	0.358
sub-24427	incongruent	0	0.365
sub-24427	incongruent	1	0.588
sub-24427	congruent	1	0.302
sub-24427	congruent	1	0.496
sub-24427	incongruent	0	0.413
sub-24427	incongruent	0	0.355
sub-24427	incongruent	1	0.539
sub-24427	congruent	0	0.576
sub-24427	incongruent	1	0.373
sub-24427	incongruent	0	0.379
sub-24427	incongruent	0	0.435
sub-24427	incongruent	1	0.740
sub-24427	congruent	1	0.373
sub-24427	incongruent	1	0.445
sub-24427	incongruent	1	0.451
sub-24427	incongruent	1	0.573
sub-24427	incongruent	1	0.477
sub-24427	incongruent	1	0.448
sub-24427	congruent	1	0.365
sub-24427	congruent	1	0.372
sub-24427	incongruent	1	0.459
sub-24427	congruent	1	0.649
sub-24427	congruent	1	0.405
sub-24427	incongruent	1	0.472
sub-24427	congruent	1	0.438
sub-24427	congruent	1	0.343
sub-24427	congruent	1	0.399
sub-24427	congruent	1	0.405
sub-24427	incongruent	0	0.345
sub-24427	congruent	1	0.400
sub-24427	incongruent	1	0.457
sub-24427	congruent	1	0.410
sub-24427	incongruent	0	0.417
sub-24427	incongruent	1	0.539
sub-24427	congruent	1	0.456
sub-24427	congruent	1	1.506
sub-24427	congruent	1	0.365
sub-24427	congruent	1	0.327
sub-24427	incongruent	0	0.310
sub-24427	incongruent	0	0.219
sub-24427	congruent	0	0.246
sub-24427	incongruent	0	0.271
sub-24427	congruent	1	0.479
sub-24427	congruent	1	0.388
sub-24427	congruent	1	0.300
sub-24427	incongruent	0	0.317
sub-24427	congruent	1	0.417
sub-24427	incongruent	1	0.569
sub-24427	incongruent	0	0.539
sub-24427	incongruent	0	0.298
sub-24427	congruent	1	0.377
sub-24427	incongruent	0	0.329
sub-24427	incongruent	1	0.552
sub-24427	incongruent	1	0.705
sub-24427	congruent	1	0.435
sub-24427	congruent	1	0.439
sub-24427	incongruent	1	0.564
sub-24427	incongruent	1	0.413
sub-24427	congruent	1	0.372
sub-24427	congruent	1	0.309
sub-24427	congruent	1	0.267
sub-24427	incongruent	0	0.255
sub-24427	incongruent	0	0.505
sub-24427	incongruent	1	0.360
sub-24427	incongruent	0	0.334
sub-24427	congruent	0	0.410
sub-24427	congruent	1	0.280
sub-24427	congruent	1	0.404
sub-24427	congruent	1	0.381
sub-24427	incongruent	1	0.492
sub-24427	incongruent	0	0.628
sub-24427	congruent	1	0.633
sub-24427	congruent	1	0.268
sub-24427	congruent	1	0.370
sub-24427	congruent	1	0.275
sub-24427	incongruent	0	0.267
sub-24427	incongruent	1	0.202
sub-24427	incongruent	1	0.250
sub-24427	incongruent	0	0.206
sub-24427	congruent	1	0.400
sub-24427	incongruent	1	0.418
sub-24427	incongruent	1	0.335
sub-24427	congruent	0	0.448
sub-24427	congruent	1	0.492
sub-24427	incongruent	1	0.526
sub-24427	congruent	1	0.322
sub-24427	incongruent	1	0.435
sub-24427	congruent	1	0.311
sub-24427	congruent	1	0.366
sub-24427	congruent	1	0.365
sub-24427	incongruent	1	0.479
sub-24427	incongruent	1	0.408
sub-24427	congruent	1	0.370
sub-24427	incongruent	1	0.423
sub-24427	incongruent	0	0.379
